°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/03/07 17:30:00	16.3	ºÏ	7	10.56	0.28	3.5	0.38	3.5	1.1	ºÏ	351	13.0	1015.6	-	68	
2023/03/07 17:35:00	16.9	ºÏºÏµ¿	14	10.57	0.27	3.4	0.47	3.5	4.0	¼­³²¼­	239	15.2	1015.5	-	105	
2023/03/07 17:40:00	15.9	ºÏºÏµ¿	16	10.55	0.29	3.2	0.46	3.5	4.4	¼­³²¼­	248	17.2	1015.5	-	117	
2023/03/07 17:45:00	13.0	ºÏºÏµ¿	15	10.54	0.27	3.6	0.36	4.5	4.9	¼­³²¼­	251	17.6	1015.5	-	111	
2023/03/07 17:50:00	14.7	ºÏ	8	10.52	0.26	4.2	0.35	3.5	6.0	¼­	260	18.5	1015.5	-	110	
2023/03/07 17:55:00	14.5	ºÏ	6	10.50	0.25	3.5	0.33	3.0	4.4	¼­	276	17.6	1015.6	-	97	
2023/03/07 18:00:00	12.4	ºÏ	9	10.54	0.24	3.9	0.33	3.5	4.3	¼­	264	16.9	1015.6	-	117	
2023/03/07 18:05:00	11.8	ºÏ	6	10.53	0.25	3.9	0.33	3.0	4.1	¼­	260	17.9	1015.6	-	110	
2023/03/07 18:10:00	14.6	ºÏºÏµ¿	12	10.51	0.26	3.8	0.41	3.5	3.6	¼­	275	17.6	1015.7	-	77	
2023/03/07 18:15:00	12.1	ºÏ	6	10.49	0.24	4.1	0.38	4.0	4.3	¼­	274	17.0	1015.7	-	98	
2023/03/07 18:20:00	12.2	ºÏ	8	10.53	0.23	3.9	0.34	4.5	3.9	¼­	274	17.8	1015.8	-	92	
2023/03/07 18:25:00	11.8	ºÏ	7	10.49	0.24	4.1	0.34	3.5	3.1	¼­	267	17.7	1015.8	-	89	
2023/03/07 18:30:00	10.0	ºÏ	9	10.49	0.27	4.5	0.37	4.0	3.3	¼­³²¼­	251	18.0	1015.8	-	112	
2023/03/07 18:35:00	10.6	ºÏ	8	10.45	0.23	4.2	0.36	5.0	2.6	¼­³²¼­	249	18.3	1015.8	-	145	
2023/03/07 18:40:00	10.5	ºÏºÏµ¿	18	10.44	0.26	4.5	0.36	4.0	2.6	¼­³²¼­	256	18.6	1015.8	-	255	
2023/03/07 18:45:00	7.1	ºÏºÏµ¿	20	10.43	0.23	4.3	0.28	3.0	2.6	¼­	261	18.2	1015.8	-	302	
2023/03/07 18:50:00	10.8	ºÏ	9	10.45	0.27	4.3	0.41	3.5	2.5	¼­	273	18.4	1015.8	-	325	
2023/03/07 18:55:00	10.4	ºÏ	5	10.44	0.26	4.3	0.35	5.0	2.6	¼­	271	18.5	1015.8	-	101	
2023/03/07 19:00:00	9.6	ºÏ	10	10.47	0.28	4.4	0.35	4.5	2.2	¼­ºÏ¼­	292	17.9	1015.9	-	166	
2023/03/07 19:05:00	11.0	ºÏ	6	10.51	0.29	4.4	0.42	4.5	0.8	ºÏ¼­	306	17.6	1015.9	-	81	
2023/03/07 19:10:00	8.9	ºÏ	358	10.48	0.30	4.5	0.46	3.5	0.7	ºÏºÏµ¿	18	17.7	1015.9	-	331	
2023/03/07 19:15:00	10.8	ºÏ	1	10.49	0.29	4.1	0.37	3.5	0.4	ºÏºÏ¼­	342	17.5	1016.0	-	329	
2023/03/07 19:20:00	11.9	ºÏ	10	10.48	0.35	4.3	0.53	5.0	0.3	³²³²µ¿	150	17.3	1016.0	-	114	
2023/03/07 19:25:00	12.2	ºÏºÏµ¿	14	10.58	0.33	4.4	0.54	4.0	0.7	ºÏºÏµ¿	30	17.1	1016.0	-	248	
2023/03/07 19:30:00	11.3	ºÏ	11	10.64	0.33	4.3	0.52	4.5	2.0	³²¼­	234	17.4	1016.0	-	283	
2023/03/07 19:35:00	9.4	ºÏ	360	10.65	0.38	4.4	0.61	4.0	3.9	³²¼­	225	17.2	1016.0	-	197	
2023/03/07 19:40:00	7.9	ºÏºÏ¼­	342	10.67	0.37	4.3	0.49	4.0	5.7	³²³²¼­	211	17.8	1015.9	-	338	
2023/03/07 19:45:00	8.6	ºÏ	4	10.66	0.34	4.4	0.44	3.5	6.2	³²³²¼­	209	17.8	1015.9	-	120	
2023/03/07 19:50:00	6.6	ºÏ	1	10.68	0.39	4.1	0.53	5.0	6.6	³²³²¼­	210	17.7	1015.9	-	115	
2023/03/07 19:55:00	8.9	ºÏºÏµ¿	12	10.67	0.35	4.5	0.46	5.5	6.6	³²³²¼­	211	18.0	1015.9	-	116	
2023/03/07 20:00:00	8.6	ºÏ	4	10.65	0.31	4.0	0.44	4.0	6.2	³²¼­	220	18.3	1015.9	-	125	
2023/03/07 20:05:00	11.7	ºÏ	2	10.61	0.36	4.2	0.51	5.0	6.7	³²³²¼­	213	17.9	1015.8	-	356	
2023/03/07 20:10:00	12.7	ºÏ	1	10.58	0.36	4.3	0.54	4.5	5.7	³²¼­	215	18.2	1015.9	-	61	
2023/03/07 20:15:00	11.1	ºÏ	6	10.56	0.30	3.9	0.49	3.5	6.7	³²³²¼­	209	17.9	1015.8	-	156	
2023/03/07 20:20:00	11.0	ºÏ	359	10.54	0.35	4.4	0.49	4.5	7.5	³²¼­	216	18.0	1015.7	-	136	
2023/03/07 20:25:00	11.2	ºÏ	356	10.57	0.35	4.0	0.56	3.5	6.8	³²³²¼­	212	18.1	1015.7	-	91	
2023/03/07 20:30:00	11.7	ºÏ	352	10.60	0.34	4.2	0.57	3.5	7.0	³²³²¼­	208	18.0	1015.7	-	131	
2023/03/07 20:35:00	13.9	ºÏ	3	10.57	0.34	4.1	0.47	4.5	7.4	³²³²¼­	211	18.1	1015.7	-	97	
2023/03/07 20:40:00	14.3	ºÏ	6	10.57	0.30	4.5	0.43	4.0	6.3	³²³²¼­	206	18.0	1015.8	-	139	
2023/03/07 20:45:00	14.3	ºÏ	354	10.56	0.31	4.5	0.46	4.0	7.0	³²³²¼­	209	18.0	1015.8	-	132	
2023/03/07 20:50:00	12.4	ºÏ	356	10.53	0.35	4.2	0.74	4.5	7.2	³²³²¼­	200	18.2	1015.8	-	249	
2023/03/07 20:55:00	14.3	ºÏ	358	10.48	0.42	4.6	0.69	3.5	6.8	³²³²¼­	196	18.3	1015.8	-	140	
2023/03/07 21:00:00	13.7	ºÏ	358	10.50	0.34	4.3	0.50	4.5	6.5	³²³²¼­	203	18.0	1015.8	-	123	
2023/03/07 21:05:00	14.2	ºÏ	2	10.50	0.35	4.2	0.47	4.0	6.3	³²³²¼­	204	17.6	1015.8	-	50	
2023/03/07 21:10:00	14.5	ºÏºÏ¼­	347	10.47	0.33	4.3	0.43	4.5	6.1	³²³²¼­	211	17.7	1015.8	-	55	
2023/03/07 21:15:00	15.8	ºÏºÏ¼­	340	10.47	0.37	4.4	0.58	4.5	7.6	³²³²¼­	209	17.9	1015.8	-	142	
2023/03/07 21:20:00	15.9	ºÏ	352	10.48	0.36	4.0	0.53	4.0	8.2	³²³²¼­	207	17.9	1015.8	-	295	
2023/03/07 21:25:00	14.1	ºÏ	358	10.45	0.41	4.3	0.61	4.0	5.3	³²¼­	214	17.9	1016.0	-	143	
2023/03/07 21:30:00	18.1	ºÏ	359	10.43	0.38	4.3	0.56	4.0	5.9	³²¼­	215	17.4	1016.0	-	125	
2023/03/07 21:35:00	18.1	ºÏ	5	10.42	0.36	4.5	0.44	5.0	6.7	³²¼­	220	17.6	1016.1	-	345	
2023/03/07 21:40:00	19.0	ºÏ	5	10.39	0.33	4.2	0.45	4.0	9.0	³²¼­	223	17.9	1016.0	-	224	
2023/03/07 21:45:00	20.8	ºÏºÏµ¿	12	10.38	0.37	4.3	0.63	3.5	6.1	³²¼­	221	17.9	1016.2	-	137	
2023/03/07 21:50:00	19.6	ºÏºÏµ¿	14	10.38	0.34	4.1	0.50	5.5	8.4	³²¼­	225	17.7	1016.1	-	321	
2023/03/07 21:55:00	20.0	ºÏ	4	10.38	0.36	4.1	0.48	3.5	7.5	³²¼­	225	17.9	1016.2	-	138	
2023/03/07 22:00:00	21.1	ºÏ	8	10.37	0.34	4.2	0.56	4.0	8.0	³²¼­	220	18.0	1016.1	-	314	
2023/03/07 22:05:00	22.5	ºÏ	11	10.35	0.33	4.2	0.44	3.5	6.5	¼­³²¼­	238	18.0	1016.3	-	50	
2023/03/07 22:10:00	18.8	ºÏºÏµ¿	12	10.35	0.33	4.4	0.44	5.0	5.5	³²¼­	222	17.4	1016.3	-	334	
2023/03/07 22:15:00	19.6	ºÏ	11	10.35	0.31	4.2	0.40	4.0	7.3	³²¼­	220	17.4	1016.3	-	338	
2023/03/07 22:20:00	19.4	ºÏ	7	10.33	0.30	4.0	0.45	4.5	6.7	³²¼­	219	17.4	1016.4	-	78	
2023/03/07 22:25:00	19.6	ºÏºÏµ¿	18	10.35	0.35	4.1	0.43	4.0	6.3	³²¼­	223	17.3	1016.4	-	105	
2023/03/07 22:30:00	19.8	ºÏ	10	10.36	0.27	4.0	0.36	3.5	5.0	³²¼­	225	16.9	1016.4	-	177	
2023/03/07 22:35:00	19.2	ºÏºÏµ¿	15	10.37	0.31	4.3	0.64	4.0	5.0	³²¼­	226	17.0	1016.4	-	80	
2023/03/07 22:40:00	18.2	ºÏ	10	10.38	0.29	4.2	0.40	3.5	6.0	³²¼­	220	17.2	1016.3	-	60	
2023/03/07 22:45:00	18.4	ºÏºÏµ¿	18	10.37	0.31	4.4	0.38	6.0	7.3	³²³²¼­	212	17.2	1016.3	-	105	
2023/03/07 22:50:00	20.0	ºÏºÏµ¿	15	10.38	0.30	4.3	0.48	4.0	6.7	³²³²¼­	212	17.0	1016.3	-	355	
2023/03/07 22:55:00	19.6	ºÏ	7	10.35	0.30	4.2	0.38	3.5	6.6	³²³²¼­	210	16.9	1016.4	-	63	
2023/03/07 23:00:00	19.7	ºÏºÏµ¿	13	10.34	0.26	4.0	0.35	3.5	6.6	³²³²¼­	211	16.7	1016.3	-	112	
2023/03/07 23:05:00	18.5	ºÏ	4	10.31	0.27	4.0	0.45	4.0	6.9	³²¼­	214	16.8	1016.4	-	327	
2023/03/07 23:10:00	17.4	ºÏ	355	10.28	0.29	4.0	0.47	4.0	6.3	³²³²¼­	211	16.5	1016.4	-	70	
2023/03/07 23:15:00	17.5	ºÏ	1	10.27	0.29	4.2	0.41	4.0	7.3	³²³²¼­	213	16.3	1016.4	-	349	
2023/03/07 23:20:00	18.0	ºÏ	0	10.30	0.26	3.9	0.40	3.0	6.2	³²¼­	214	16.4	1016.4	-	209	
2023/03/07 23:25:00	19.2	ºÏ	358	10.29	0.28	4.4	0.41	4.5	5.4	³²³²¼­	211	16.9	1016.5	-	73	
2023/03/07 23:30:00	18.5	ºÏ	3	10.26	0.28	4.0	0.36	3.5	7.3	³²¼­	217	16.6	1016.4	-	111	
2023/03/07 23:35:00	18.9	ºÏ	9	10.27	0.28	4.3	0.38	4.5	6.0	³²¼­	220	16.5	1016.6	-	139	
2023/03/07 23:40:00	20.5	ºÏ	0	10.30	0.26	4.5	0.33	4.0	6.0	³²¼­	227	16.5	1016.6	-	110	
2023/03/07 23:45:00	21.2	ºÏ	1	10.29	0.27	4.5	0.35	4.5	5.4	³²¼­	230	16.8	1016.6	-	140	
2023/03/07 23:50:00	19.5	ºÏ	1	10.35	0.25	4.1	0.37	4.0	6.7	³²¼­	229	16.8	1016.6	-	137	
2023/03/07 23:55:00	20.7	ºÏ	7	10.32	0.23	4.4	0.34	4.5	6.9	³²¼­	227	16.6	1016.7	-	127	
2023/03/08 00:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/08 00:05:00	21.2	ºÏ	0	10.32	0.20	4.2	0.26	4.5	5.4	³²¼­	223	16.9	1016.8	-	168	
2023/03/08 00:10:00	21.2	ºÏ	356	10.34	0.25	4.4	0.35	4.0	5.7	³²¼­	223	16.5	1016.8	-	126	
2023/03/08 00:15:00	20.7	ºÏ	357	10.32	0.24	4.5	0.31	3.5	4.4	³²³²¼­	212	16.5	1016.9	-	76	
2023/03/08 00:20:00	20.7	ºÏ	356	10.31	0.20	4.0	0.30	4.5	4.3	³²¼­	228	16.2	1016.9	-	291	
2023/03/08 00:25:00	22.0	ºÏ	355	10.31	0.19	4.5	0.28	6.0	4.9	³²¼­	232	16.0	1017.0	-	282	
2023/03/08 00:30:00	22.0	ºÏ	356	10.29	0.24	3.9	0.33	3.0	5.1	³²¼­	231	16.8	1017.0	-	147	
2023/03/08 00:35:00	19.3	ºÏ	350	10.30	0.20	4.3	0.36	4.0	4.2	³²¼­	229	16.4	1017.0	-	158	
2023/03/08 00:40:00	22.3	ºÏºÏ¼­	345	10.33	0.23	4.5	0.40	4.0	4.8	³²¼­	217	16.5	1017.0	-	31	
2023/03/08 00:45:00	21.2	ºÏ	351	10.30	0.23	4.4	0.32	3.5	3.9	¼­³²¼­	240	16.5	1017.0	-	115	
2023/03/08 00:50:00	21.9	ºÏºÏ¼­	345	10.32	0.21	4.8	0.33	5.0	3.8	¼­³²¼­	245	16.0	1017.0	-	111	
2023/03/08 00:55:00	23.7	ºÏºÏ¼­	344	10.33	0.19	4.2	0.26	4.0	5.6	³²¼­	223	16.4	1017.0	-	272	
2023/03/08 01:00:00	22.1	ºÏºÏ¼­	348	10.35	0.21	4.2	0.29	5.5	4.2	³²¼­	228	15.9	1017.1	-	111	
2023/03/08 01:05:00	23.7	ºÏºÏ¼­	347	10.40	0.20	4.4	0.30	5.5	4.0	³²¼­	234	15.8	1017.2	-	120	
2023/03/08 01:10:00	20.8	ºÏºÏ¼­	349	10.42	0.22	4.2	0.35	4.5	4.3	³²¼­	228	15.8	1017.3	-	129	
2023/03/08 01:15:00	22.0	ºÏºÏ¼­	345	10.45	0.22	5.0	0.34	4.0	4.9	³²¼­	225	15.5	1017.3	-	105	
2023/03/08 01:20:00	20.5	ºÏ	350	10.46	0.24	4.6	0.35	4.5	3.5	³²¼­	229	15.8	1017.4	-	109	
2023/03/08 01:25:00	21.7	ºÏºÏ¼­	347	10.47	0.23	4.7	0.30	4.5	3.5	³²¼­	222	15.5	1017.5	-	107	
2023/03/08 01:30:00	20.3	ºÏ	349	10.46	0.21	4.9	0.34	5.0	3.7	³²¼­	225	15.4	1017.5	-	102	
2023/03/08 01:35:00	21.3	ºÏºÏ¼­	345	10.48	0.20	4.7	0.36	4.0	2.9	¼­³²¼­	244	15.0	1017.7	-	270	
2023/03/08 01:40:00	22.5	ºÏºÏ¼­	344	10.51	0.23	4.9	0.32	5.0	1.2	¼­	278	14.2	1017.8	-	109	
2023/03/08 01:45:00	21.0	ºÏºÏ¼­	343	10.50	0.22	5.0	0.25	4.5	0.7	¼­	281	14.6	1017.9	-	117	
2023/03/08 01:50:00	21.8	ºÏºÏ¼­	342	10.53	0.23	4.8	0.29	4.5	1.1	¼­ºÏ¼­	293	15.0	1017.9	-	111	
2023/03/08 01:55:00	22.0	ºÏºÏ¼­	347	10.56	0.21	4.8	0.31	5.5	1.7	¼­	281	15.5	1017.9	-	135	
2023/03/08 02:00:00	21.0	ºÏºÏ¼­	344	10.58	0.17	4.9	0.30	4.0	1.5	¼­	264	15.3	1017.8	-	242	
2023/03/08 02:05:00	20.8	ºÏºÏ¼­	338	10.59	0.18	5.1	0.26	4.5	2.0	¼­³²¼­	237	14.9	1017.8	-	114	
2023/03/08 02:10:00	19.5	ºÏºÏ¼­	340	10.60	0.22	4.9	0.35	5.0	2.9	³²¼­	217	15.1	1017.6	-	97	
2023/03/08 02:15:00	19.4	ºÏºÏ¼­	342	10.61	0.22	4.7	0.29	4.5	3.9	³²¼­	217	14.5	1017.4	-	125	
2023/03/08 02:20:00	18.2	ºÏºÏ¼­	339	10.62	0.21	4.6	0.29	5.0	6.1	³²¼­	219	14.5	1017.1	-	240	
2023/03/08 02:25:00	20.4	ºÏºÏ¼­	347	10.59	0.24	4.5	0.35	4.5	8.4	³²¼­	222	14.7	1016.9	-	133	
2023/03/08 02:30:00	18.1	ºÏºÏ¼­	344	10.58	0.20	5.0	0.27	6.0	8.1	³²¼­	221	14.9	1016.9	-	122	
2023/03/08 02:35:00	18.3	ºÏ	358	10.59	0.20	5.0	0.34	4.5	8.1	³²¼­	223	14.9	1016.8	-	143	
2023/03/08 02:40:00	18.7	ºÏ	354	10.57	0.22	4.7	0.37	4.5	6.6	³²¼­	224	14.9	1016.9	-	208	
2023/03/08 02:45:00	18.8	ºÏºÏ¼­	347	10.58	0.20	5.1	0.29	5.5	6.6	³²¼­	230	14.9	1016.8	-	177	
2023/03/08 02:50:00	16.9	ºÏ	350	10.59	0.19	5.4	0.30	6.0	7.6	³²¼­	229	15.0	1016.6	-	111	
2023/03/08 02:55:00	17.1	ºÏ	349	10.60	0.17	5.2	0.28	5.0	9.7	³²¼­	232	14.8	1016.4	-	162	
2023/03/08 03:00:00	16.1	ºÏ	2	10.59	0.22	5.5	0.35	4.5	10.4	³²¼­	231	14.9	1016.2	-	125	
2023/03/08 03:05:00	16.2	ºÏ	0	10.58	0.28	3.9	0.37	6.0	11.5	³²¼­	229	15.0	1016.0	-	109	
2023/03/08 03:10:00	16.2	ºÏºÏµ¿	12	10.58	0.26	3.9	0.41	5.0	11.8	³²¼­	230	14.9	1015.9	-	35	
2023/03/08 03:15:00	17.7	ºÏ	356	10.59	0.33	3.1	0.49	2.5	10.8	³²¼­	229	15.0	1016.0	-	324	
2023/03/08 03:20:00	15.6	ºÏ	8	10.57	0.29	4.3	0.41	6.0	10.5	³²¼­	230	15.0	1015.9	-	136	
2023/03/08 03:25:00	15.9	ºÏ	357	10.55	0.30	3.8	0.45	5.0	10.1	³²¼­	231	14.9	1015.9	-	92	
2023/03/08 03:30:00	16.2	ºÏºÏ¼­	348	10.52	0.29	4.1	0.42	6.5	11.1	³²¼­	231	15.0	1015.8	-	138	
2023/03/08 03:35:00	15.7	ºÏºÏµ¿	14	10.50	0.36	4.0	0.50	2.5	11.3	³²¼­	230	15.1	1015.6	-	122	
2023/03/08 03:40:00	15.4	ºÏ	2	10.46	0.30	4.8	0.46	5.5	11.2	³²¼­	230	15.0	1015.6	-	124	
2023/03/08 03:45:00	15.2	ºÏ	354	10.46	0.31	4.4	0.55	5.5	11.4	³²¼­	230	15.0	1015.7	-	117	
2023/03/08 03:50:00	15.3	ºÏ	5	10.45	0.38	4.1	0.68	5.0	11.3	³²¼­	230	15.1	1015.7	-	335	
2023/03/08 03:55:00	16.7	ºÏ	4	10.41	0.33	4.1	0.52	4.5	10.1	³²¼­	229	15.1	1015.9	-	124	
2023/03/08 04:00:00	17.7	ºÏ	6	10.38	0.37	4.8	0.54	6.5	9.4	³²¼­	229	15.1	1016.0	-	151	
2023/03/08 04:05:00	14.7	ºÏ	357	10.37	0.35	5.4	0.48	5.5	8.3	³²¼­	230	15.1	1016.0	-	141	
2023/03/08 04:10:00	13.5	ºÏ	351	10.36	0.35	5.0	0.51	5.0	7.8	³²¼­	228	15.3	1016.1	-	129	
2023/03/08 04:15:00	14.9	ºÏ	358	10.34	0.30	4.8	0.39	6.0	7.9	³²¼­	232	15.2	1016.0	-	133	
2023/03/08 04:20:00	16.8	ºÏ	359	10.32	0.32	5.4	0.55	4.5	8.2	³²¼­	234	15.4	1016.0	-	137	
2023/03/08 04:25:00	12.4	ºÏºÏ¼­	344	10.33	0.41	5.1	0.79	3.5	9.3	³²¼­	232	15.5	1015.9	-	127	
2023/03/08 04:30:00	13.1	ºÏ	4	10.34	0.37	5.4	0.49	6.0	8.7	¼­³²¼­	240	15.5	1016.0	-	122	
2023/03/08 04:35:00	9.2	ºÏ	8	10.32	0.34	5.6	0.56	5.5	7.1	¼­³²¼­	250	15.3	1016.2	-	122	
2023/03/08 04:40:00	12.9	ºÏ	3	10.36	0.34	5.0	0.43	6.0	6.7	¼­³²¼­	238	15.4	1016.2	-	117	
2023/03/08 04:45:00	12.2	ºÏºÏ¼­	348	10.34	0.35	5.5	0.56	6.0	6.7	³²¼­	235	15.4	1016.2	-	123	
2023/03/08 04:50:00	16.7	ºÏ	349	10.38	0.29	5.1	0.37	5.5	6.7	³²¼­	224	15.5	1016.2	-	121	
2023/03/08 04:55:00	13.8	ºÏ	354	10.39	0.26	5.3	0.36	5.0	6.5	³²¼­	222	15.4	1016.2	-	122	
2023/03/08 05:00:00	15.5	ºÏ	355	10.40	0.28	4.4	0.39	3.0	5.7	³²¼­	223	15.4	1016.3	-	123	
2023/03/08 05:05:00	16.1	ºÏ	349	10.40	0.28	5.2	0.41	4.5	5.8	³²¼­	220	15.3	1016.2	-	136	
2023/03/08 05:10:00	13.4	ºÏ	349	10.39	0.27	5.1	0.41	5.0	6.6	³²¼­	220	15.2	1016.2	-	125	
2023/03/08 05:15:00	14.6	ºÏ	357	10.41	0.26	5.6	0.40	4.0	7.3	³²¼­	224	15.3	1016.1	-	135	
2023/03/08 05:20:00	12.2	ºÏ	0	10.39	0.26	5.4	0.31	5.5	5.9	³²¼­	217	15.2	1016.1	-	119	
2023/03/08 05:25:00	14.1	ºÏ	1	10.39	0.23	4.9	0.35	5.0	6.1	³²¼­	223	15.4	1016.1	-	131	
2023/03/08 05:30:00	15.2	ºÏ	358	10.41	0.26	4.8	0.40	4.0	5.7	³²¼­	225	15.0	1016.1	-	144	
2023/03/08 05:35:00	13.9	ºÏ	355	10.41	0.24	5.2	0.35	4.5	7.5	³²¼­	220	15.1	1016.0	-	126	
2023/03/08 05:40:00	12.8	ºÏ	2	10.40	0.26	4.9	0.41	4.5	6.9	³²¼­	222	15.2	1016.0	-	130	
2023/03/08 05:45:00	12.0	ºÏ	10	10.41	0.24	4.5	0.35	6.5	6.8	³²¼­	221	15.1	1016.0	-	218	
2023/03/08 05:50:00	13.7	ºÏºÏµ¿	12	10.40	0.24	5.0	0.43	5.0	6.2	³²¼­	218	15.0	1016.1	-	142	
2023/03/08 05:55:00	14.0	ºÏºÏµ¿	15	10.37	0.22	4.8	0.28	4.5	5.8	³²¼­	220	15.0	1016.1	-	151	
2023/03/08 06:00:00	12.4	ºÏ	1	10.39	0.21	5.2	0.26	4.5	7.8	³²¼­	221	15.0	1016.1	-	131	
2023/03/08 06:05:00	12.3	ºÏºÏµ¿	14	10.36	0.22	4.9	0.31	6.0	6.8	³²¼­	219	15.1	1016.1	-	137	
2023/03/08 06:10:00	13.9	ºÏ	11	10.36	0.19	4.5	0.28	4.0	5.2	³²¼­	220	14.7	1016.2	-	343	
2023/03/08 06:15:00	13.7	ºÏºÏµ¿	13	10.37	0.23	5.2	0.31	5.5	6.3	³²¼­	226	14.8	1016.1	-	95	
2023/03/08 06:20:00	13.4	ºÏ	6	10.35	0.19	5.1	0.28	6.5	6.6	³²¼­	227	14.8	1016.0	-	129	
2023/03/08 06:25:00	12.8	ºÏ	9	10.36	0.23	5.4	0.30	4.5	7.4	³²¼­	227	14.8	1016.0	-	119	
2023/03/08 06:30:00	10.4	ºÏ	1	10.35	0.20	5.6	0.26	5.5	8.4	³²¼­	227	14.7	1016.0	-	130	
2023/03/08 06:35:00	11.9	ºÏºÏµ¿	16	10.33	0.20	4.6	0.28	5.0	9.5	³²¼­	230	14.7	1015.9	-	190	
2023/03/08 06:40:00	12.0	ºÏºÏµ¿	23	10.31	0.22	4.9	0.27	4.0	9.2	³²¼­	226	14.8	1016.0	-	7	
2023/03/08 06:45:00	10.9	ºÏ	10	10.30	0.22	4.6	0.28	6.0	9.3	³²¼­	228	14.8	1016.0	-	131	
2023/03/08 06:50:00	12.2	ºÏºÏµ¿	32	10.28	0.23	4.4	0.39	4.5	8.9	³²¼­	227	14.9	1016.0	-	308	
2023/03/08 06:55:00	10.0	ºÏºÏµ¿	25	10.27	0.26	4.4	0.37	4.0	8.5	³²¼­	225	15.0	1016.0	-	338	
2023/03/08 07:00:00	9.5	ºÏ	7	10.27	0.25	4.6	0.33	3.5	7.9	³²¼­	220	14.9	1016.0	-	123	
2023/03/08 07:05:00	10.0	ºÏºÏµ¿	17	10.24	0.22	4.6	0.35	4.5	7.4	³²¼­	219	14.9	1016.2	-	113	
2023/03/08 07:10:00	10.2	ºÏµ¿	40	10.24	0.23	4.8	0.36	4.5	5.2	³²¼­	217	15.0	1016.3	-	112	
2023/03/08 07:15:00	10.0	ºÏºÏµ¿	30	10.21	0.21	4.5	0.33	4.0	4.5	³²³²¼­	213	15.0	1016.4	-	110	
2023/03/08 07:20:00	9.3	ºÏµ¿	39	10.17	0.22	4.5	0.36	4.0	4.5	³²¼­	222	15.4	1016.4	-	262	
2023/03/08 07:25:00	10.2	ºÏµ¿	46	10.17	0.26	4.7	0.38	5.0	4.3	³²¼­	232	16.1	1016.5	-	303	
2023/03/08 07:30:00	10.1	ºÏµ¿	47	10.16	0.25	4.1	0.38	3.5	2.2	³²³²¼­	207	16.3	1016.4	-	298	
2023/03/08 07:35:00	6.2	ºÏµ¿	35	10.13	0.22	4.3	0.32	4.0	1.8	³²¼­	220	16.4	1016.3	-	207	
2023/03/08 07:40:00	6.3	ºÏºÏµ¿	19	10.11	0.23	4.0	0.35	4.0	1.5	³²¼­	232	16.8	1016.3	-	138	
2023/03/08 07:45:00	6.4	ºÏ	3	10.08	0.23	4.0	0.29	4.5	6.4	¼­³²¼­	249	17.1	1016.2	-	156	
2023/03/08 07:50:00	6.7	ºÏ	3	10.06	0.23	3.7	0.31	3.5	7.8	¼­³²¼­	244	17.4	1016.1	-	293	
2023/03/08 07:55:00	6.6	ºÏºÏµ¿	13	10.06	0.25	4.1	0.39	4.0	8.5	¼­³²¼­	242	17.3	1016.1	-	355	
2023/03/08 08:00:00	4.8	ºÏµ¿	44	10.07	0.24	3.6	0.33	4.0	6.1	³²¼­	235	17.2	1016.2	-	150	
2023/03/08 08:05:00	6.0	ºÏµ¿	54	10.02	0.23	4.4	0.34	3.5	7.0	³²¼­	232	17.1	1016.3	-	324	
2023/03/08 08:10:00	2.7	ºÏºÏµ¿	29	10.02	0.24	4.1	0.34	4.0	6.6	³²¼­	227	16.6	1016.4	-	278	
2023/03/08 08:15:00	4.5	ºÏµ¿	37	10.03	0.21	4.1	0.40	3.5	6.5	³²¼­	230	16.7	1016.4	-	244	
2023/03/08 08:20:00	4.5	ºÏºÏµ¿	23	10.03	0.22	4.1	0.35	4.0	7.0	³²¼­	236	17.0	1016.4	-	98	
2023/03/08 08:25:00	6.1	µ¿ºÏµ¿	71	10.00	0.18	4.4	0.23	3.0	9.0	¼­³²¼­	239	17.2	1016.3	-	112	
2023/03/08 08:30:00	5.8	µ¿ºÏµ¿	58	9.99	0.22	3.8	0.27	3.0	10.0	¼­³²¼­	240	17.4	1016.2	-	15	
2023/03/08 08:35:00	4.5	ºÏµ¿	54	9.99	0.24	3.8	0.34	6.0	10.4	¼­³²¼­	245	17.5	1016.2	-	328	
2023/03/08 08:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/08 08:45:00	9.5	µ¿	80	9.99	0.28	3.3	0.39	3.0	13.0	¼­³²¼­	241	17.7	1016.0	-	112	
2023/03/08 08:50:00	6.6	µ¿ºÏµ¿	63	10.00	0.33	3.0	0.43	4.0	13.4	¼­³²¼­	240	17.5	1016.0	-	231	
2023/03/08 08:55:00	14.7	µ¿	86	9.98	0.41	2.8	0.65	3.0	13.0	¼­³²¼­	241	17.6	1016.0	-	260	
