관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2021-09-04 15:55:00	16.0	남	182	23.47	0.71	4.6	0.92	5.0	5.8	북	355	23.5	1017.6	-	350	
2021-09-04 16:00:00	16.0	남	186	23.46	0.70	4.4	0.88	4.0	5.1	북	352	23.5	1017.7	-	256	
2021-09-04 16:05:00	15.5	남	175	23.45	0.72	4.4	1.02	4.5	5.7	북	355	23.5	1017.7	-	115	
2021-09-04 16:10:00	14.3	남	178	23.45	0.66	4.8	0.89	4.5	6.2	북북서	348	23.4	1017.7	-	78	
2021-09-04 16:15:00	17.2	남남서	194	23.44	0.77	4.3	1.41	4.5	6.0	북북서	347	23.3	1017.8	-	315	
2021-09-04 16:20:00	16.7	남	173	23.43	0.75	4.7	1.06	4.5	5.9	북북서	347	23.4	1017.8	-	108	
2021-09-04 16:25:00	8.3	남남서	192	23.43	0.73	4.4	0.98	3.5	5.7	북북서	345	23.4	1017.8	-	79	
2021-09-04 16:30:00	16.2	남	177	23.44	0.68	4.6	0.90	4.5	5.8	북	349	23.4	1017.9	-	98	
2021-09-04 16:35:00	16.5	남남동	165	23.45	0.73	4.6	0.98	4.5	5.4	북	351	23.4	1017.9	-	324	
2021-09-04 16:40:00	11.4	남	172	23.47	0.70	4.6	1.01	4.5	5.5	북북서	344	23.4	1017.8	-	303	
2021-09-04 16:45:00	14.6	남	175	23.44	0.83	4.8	1.10	4.5	5.4	북	354	23.4	1017.9	-	57	
2021-09-04 16:50:00	14.5	남남동	163	23.45	0.75	4.5	1.16	4.5	5.5	북	351	23.4	1017.8	-	77	
2021-09-04 16:55:00	15.5	남	183	23.48	0.72	4.6	1.05	4.0	5.5	북	349	23.4	1017.8	-	33	
2021-09-04 17:00:00	13.3	남	177	23.50	0.74	4.6	0.92	3.5	5.6	북북서	348	23.4	1017.8	-	15	
2021-09-04 17:05:00	12.1	남	181	23.51	0.67	4.4	0.88	4.5	5.3	북	355	23.3	1017.8	-	38	
2021-09-04 17:10:00	5.4	남동	127	23.52	0.69	4.6	1.19	4.5	5.4	북	353	23.3	1017.8	-	63	
2021-09-04 17:15:00	15.3	남남동	158	23.52	0.83	4.5	1.15	4.5	5.5	북북서	348	23.3	1017.8	-	7	
2021-09-04 17:20:00	9.0	남남동	158	23.52	0.74	4.4	1.06	4.5	5.7	북	352	23.3	1017.8	-	344	
2021-09-04 17:25:00	8.0	남남동	147	23.56	0.85	4.8	1.06	4.0	5.4	북	355	23.3	1017.9	-	347	
2021-09-04 17:30:00	12.2	남동	145	23.56	0.83	4.7	1.09	4.5	5.1	북	350	23.4	1017.9	-	28	
2021-09-04 17:35:00	10.6	남동	135	23.57	0.82	4.5	1.35	5.0	5.0	북북서	346	23.3	1018.0	-	136	
2021-09-04 17:40:00	9.9	남남동	150	23.56	0.83	4.7	1.02	4.0	5.0	북북서	342	23.3	1018.0	-	67	
2021-09-04 17:45:00	9.3	남동	144	23.51	0.80	4.6	1.45	5.0	5.2	북	354	23.2	1018.0	-	355	
2021-09-04 17:50:00	11.3	남남동	165	23.54	0.74	4.8	1.05	4.0	5.2	북	351	23.1	1018.1	-	305	
2021-09-04 17:55:00	8.9	남	180	23.54	0.82	4.6	1.17	4.5	5.3	북	351	23.2	1018.0	-	291	
2021-09-04 18:00:00	13.5	남남동	166	23.53	0.68	4.6	0.87	4.0	5.0	북북서	347	23.0	1018.0	-	53	
2021-09-04 18:05:00	10.7	남남동	158	23.52	0.86	4.6	1.24	4.5	5.0	북북서	340	23.2	1018.0	-	110	
2021-09-04 18:10:00	8.0	남	169	23.52	0.89	4.9	1.22	4.5	5.2	북북서	344	23.1	1018.1	-	53	
2021-09-04 18:15:00	10.3	남	178	23.50	0.76	4.7	0.95	5.0	5.0	북북서	346	23.1	1018.0	-	43	
2021-09-04 18:20:00	4.4	남	177	23.51	0.92	4.9	1.33	4.5	5.0	북북서	345	23.2	1018.0	-	26	
2021-09-04 18:25:00	10.7	남	175	23.51	0.68	4.6	0.95	5.0	4.9	북북서	348	23.1	1018.0	-	4	
2021-09-04 18:30:00	9.3	남	177	23.49	0.73	4.5	0.95	4.0	4.9	북	351	23.0	1018.1	-	19	
2021-09-04 18:35:00	7.4	남남동	166	23.49	0.84	4.7	1.23	5.0	5.3	북	354	23.0	1018.1	-	8	
2021-09-04 18:40:00	10.3	남남동	160	23.49	0.90	4.7	1.30	4.5	5.3	북	357	22.9	1018.1	-	301	
2021-09-04 18:45:00	9.4	남	173	23.47	1.02	4.8	1.49	5.0	5.3	북	351	22.8	1018.1	-	329	
2021-09-04 18:50:00	5.4	남	178	23.46	0.97	5.0	1.30	4.5	5.7	북	358	22.8	1018.0	-	4	
2021-09-04 18:55:00	12.2	남	181	23.45	0.91	5.0	1.23	4.5	6.0	북	354	22.7	1018.0	-	283	
2021-09-04 19:00:00	6.2	남	189	23.45	0.82	4.8	1.16	5.0	5.8	북북서	345	22.7	1018.1	-	52	
2021-09-04 19:05:00	12.6	남남동	168	23.44	0.71	4.6	1.01	4.5	5.5	북북서	346	22.7	1018.2	-	337	
2021-09-04 19:10:00	4.7	남	171	23.43	0.87	5.0	1.17	5.0	5.5	북	349	22.7	1018.2	-	6	
2021-09-04 19:15:00	5.2	남남동	161	23.43	0.89	4.6	1.14	5.0	5.7	북	352	22.7	1018.1	-	34	
2021-09-04 19:20:00	5.7	남동	138	23.43	0.80	4.9	1.13	5.0	5.6	북	354	22.7	1018.0	-	115	
2021-09-04 19:25:00	3.0	동	88	23.42	0.77	4.8	1.15	5.0	5.8	북	351	22.7	1018.0	-	22	
2021-09-04 19:30:00	9.0	남	171	23.42	0.85	4.8	1.19	5.0	5.5	북북서	340	22.7	1018.1	-	10	
2021-09-04 19:35:00	12.0	남남동	153	23.42	0.84	4.6	0.98	4.5	4.5	북서	308	22.4	1018.2	-	63	
2021-09-04 19:40:00	6.0	남남서	201	23.44	0.69	4.9	0.99	4.0	4.9	서북서	296	21.8	1018.2	-	84	
2021-09-04 19:45:00	4.7	남남동	154	23.46	0.83	5.2	1.11	6.0	4.6	북서	308	21.4	1018.3	-	74	
2021-09-04 19:50:00	10.2	남남동	152	23.47	0.79	5.1	1.17	5.0	4.7	북서	309	21.1	1018.3	-	7	
2021-09-04 19:55:00	6.8	남	170	23.48	0.83	4.6	1.17	4.5	4.9	서북서	300	21.0	1018.4	-	272	
2021-09-04 20:00:00	7.7	남동	145	23.47	0.93	4.7	1.31	5.5	4.6	서북서	299	20.9	1018.5	-	18	
2021-09-04 20:05:00	3.2	남남서	209	23.47	0.78	5.3	1.15	5.0	4.2	서북서	287	20.9	1018.6	-	36	
2021-09-04 20:10:00	13.7	남동	145	23.46	0.84	4.7	1.29	5.0	4.0	서북서	286	20.8	1018.8	-	15	
2021-09-04 20:15:00	8.3	남	189	23.47	0.87	4.7	1.25	4.5	3.7	서북서	288	20.7	1018.8	-	88	
2021-09-04 20:20:00	9.6	남동	139	23.46	0.73	4.6	0.93	4.0	4.3	서북서	291	20.8	1018.8	-	257	
2021-09-04 20:25:00	8.6	남동	135	23.46	0.87	5.1	1.15	4.0	4.1	서북서	286	20.8	1018.8	-	48	
2021-09-04 20:30:00	8.6	남남동	147	23.47	0.84	5.0	1.19	5.5	4.2	서북서	293	21.0	1018.9	-	31	
2021-09-04 20:35:00	11.3	남남동	153	23.45	0.82	5.0	1.04	5.0	4.5	서북서	292	21.1	1019.0	-	59	
2021-09-04 20:40:00	12.7	동남동	119	23.46	0.78	5.2	1.12	5.0	4.3	서북서	296	21.1	1019.0	-	29	
2021-09-04 20:45:00	15.4	동남동	120	23.46	0.97	5.1	1.90	5.5	4.3	서북서	296	20.9	1019.1	-	53	
2021-09-04 20:50:00	10.5	동남동	115	23.47	0.89	5.0	1.34	5.0	3.9	북서	309	20.8	1019.1	-	1	
2021-09-04 20:55:00	22.9	동남동	117	23.42	0.85	5.0	1.25	4.5	4.1	북서	313	20.8	1019.1	-	38	
2021-09-04 21:00:00	12.8	동남동	113	23.41	0.90	5.0	1.38	5.0	4.4	북서	306	20.9	1019.1	-	48	
2021-09-04 21:05:00	14.7	동남동	115	23.41	0.87	4.8	1.04	5.0	4.2	북서	309	20.8	1019.2	-	76	
2021-09-04 21:10:00	13.6	남동	125	23.38	0.91	5.2	1.08	5.5	4.7	북서	304	20.8	1019.1	-	41	
2021-09-04 21:15:00	16.5	동남동	115	23.39	0.84	4.8	1.34	5.0	4.8	서북서	302	20.8	1019.1	-	45	
2021-09-04 21:20:00	13.7	남동	137	23.41	0.88	5.1	1.05	5.5	5.1	서북서	303	20.7	1019.0	-	52	
2021-09-04 21:25:00	11.5	남동	125	23.41	0.95	5.1	1.49	4.0	5.0	서북서	303	20.6	1019.0	-	51	
2021-09-04 21:30:00	12.7	남동	126	23.40	0.84	5.1	1.20	5.0	5.0	서북서	294	20.6	1019.1	-	68	
2021-09-04 21:35:00	15.0	남동	131	23.41	0.96	4.8	1.46	4.5	4.8	서북서	293	20.7	1019.1	-	356	
2021-09-04 21:40:00	16.7	동남동	115	23.37	0.87	5.1	1.49	5.5	4.6	서북서	291	20.7	1019.0	-	93	
2021-09-04 21:45:00	22.4	동남동	116	23.31	0.98	5.3	1.37	6.0	4.8	서북서	286	20.7	1019.1	-	341	
2021-09-04 21:50:00	16.9	동남동	123	23.28	0.92	5.0	1.46	5.0	4.9	서북서	290	20.8	1019.2	-	37	
2021-09-04 21:55:00	20.8	남동	126	23.24	0.80	5.0	1.16	4.5	4.4	서북서	286	20.8	1019.2	-	63	
2021-09-04 22:00:00	22.6	동남동	116	23.25	1.01	5.4	1.34	6.0	4.6	서북서	289	20.8	1019.2	-	45	
2021-09-04 22:05:00	16.5	동남동	114	23.20	0.87	5.1	1.06	5.5	4.7	서북서	296	20.9	1019.2	-	12	
2021-09-04 22:10:00	11.8	동남동	112	23.23	0.88	5.0	1.51	5.0	4.4	서북서	298	20.9	1019.3	-	74	
2021-09-04 22:15:00	13.4	동남동	109	23.26	1.09	5.5	1.77	5.5	4.4	서북서	296	20.9	1019.3	-	46	
2021-09-04 22:20:00	8.6	동남동	109	23.27	0.96	5.0	1.26	5.0	4.3	서북서	297	21.0	1019.3	-	37	
2021-09-04 22:25:00	16.3	남동	129	23.28	0.85	5.4	1.16	5.0	4.7	서북서	296	21.0	1019.3	-	49	
2021-09-04 22:30:00	14.3	남동	136	23.27	0.88	5.3	1.29	5.5	4.8	서북서	296	20.9	1019.4	-	87	
2021-09-04 22:35:00	19.7	남동	132	23.23	0.86	5.2	1.04	5.5	4.7	서북서	293	21.0	1019.3	-	32	
2021-09-04 22:40:00	15.5	남동	134	23.26	0.89	5.4	1.28	5.5	4.7	서북서	297	20.9	1019.3	-	65	
2021-09-04 22:45:00	17.5	동남동	124	23.21	0.93	5.3	1.24	5.5	5.0	북서	307	20.9	1019.3	-	52	
2021-09-04 22:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2021-09-04 22:55:00	13.1	남동	128	23.11	0.73	4.5	1.46	4.5	4.6	북서	308	20.9	1019.3	-	69	
2021-09-04 23:00:00	22.4	남동	131	23.12	0.80	5.3	1.07	5.0	4.8	북서	310	21.0	1019.2	-	17	
2021-09-04 23:05:00	21.8	남동	127	23.10	0.83	5.5	1.14	5.0	4.7	북서	305	20.9	1019.3	-	67	
2021-09-04 23:10:00	23.3	남동	125	23.06	0.74	4.8	0.94	4.5	4.3	북서	306	21.0	1019.3	-	47	
2021-09-04 23:15:00	22.7	남동	128	23.08	0.81	4.8	1.13	5.0	4.8	서북서	303	21.0	1019.3	-	29	
2021-09-04 23:20:00	23.1	남동	132	23.06	0.89	5.2	1.32	5.0	4.7	서북서	292	20.8	1019.3	-	39	
2021-09-04 23:25:00	15.4	남동	130	23.07	0.80	5.4	1.25	5.0	4.6	서북서	294	20.7	1019.3	-	52	
2021-09-04 23:30:00	22.4	남동	141	23.07	0.76	5.3	1.01	6.5	4.9	서북서	298	20.7	1019.3	-	59	
2021-09-04 23:35:00	25.8	남동	138	23.07	0.95	5.3	1.21	5.0	5.2	서북서	296	20.7	1019.3	-	51	
2021-09-04 23:40:00	21.3	남동	131	23.08	0.84	4.8	1.04	5.0	5.4	북서	304	20.6	1019.3	-	9	
2021-09-04 23:45:00	25.6	남동	139	23.07	0.77	5.1	1.10	5.0	6.0	북서	316	20.7	1019.2	-	32	
2021-09-04 23:50:00	22.6	남동	133	23.10	0.92	4.9	1.26	4.5	6.1	북북서	329	20.8	1019.3	-	59	
2021-09-04 23:55:00	27.8	남동	129	23.10	0.87	5.1	1.24	5.0	6.8	북서	325	20.9	1019.2	-	57	
2021-09-05 00:00:00	24.0	남동	129	23.10	0.76	5.1	1.11	5.5	6.8	북서	323	20.9	1019.3	-	64	
2021-09-05 00:05:00	22.6	남동	139	23.10	0.75	5.1	0.92	5.5	6.0	북서	316	20.9	1019.2	-	27	
2021-09-05 00:10:00	22.2	남동	129	23.11	0.78	4.9	1.19	5.0	5.5	서북서	302	20.9	1019.3	-	214	
2021-09-05 00:15:00	25.7	남동	142	23.11	0.72	5.3	1.20	5.5	4.6	서북서	293	20.8	1019.3	-	91	
2021-09-05 00:20:00	27.8	남동	137	23.07	0.85	5.1	1.08	5.0	4.6	서북서	285	20.6	1019.4	-	66	
2021-09-05 00:25:00	24.1	남동	139	23.06	0.83	5.7	1.20	5.0	4.1	서	281	20.4	1019.4	-	45	
2021-09-05 00:30:00	22.8	남동	133	23.06	0.91	5.3	1.28	5.0	4.2	서	276	20.4	1019.5	-	57	
2021-09-05 00:35:00	30.0	남동	139	23.03	0.89	5.4	1.20	5.0	3.6	서	259	20.3	1019.4	-	48	
2021-09-05 00:40:00	26.7	남동	132	23.08	0.72	4.8	0.94	5.5	3.6	서	259	20.4	1019.4	-	33	
2021-09-05 00:45:00	20.3	남동	141	23.05	0.72	4.8	0.96	5.0	3.3	서남서	253	20.4	1019.3	-	66	
2021-09-05 00:50:00	21.7	남남동	147	23.06	0.93	5.5	1.32	5.0	3.2	서남서	258	20.3	1019.3	-	73	
2021-09-05 00:55:00	19.8	남남동	151	23.07	0.80	5.1	1.18	5.5	3.1	서남서	258	20.2	1019.3	-	52	
2021-09-05 01:00:00	25.3	남남동	158	23.03	0.78	5.4	1.38	5.5	3.4	서남서	250	20.2	1019.3	-	47	
2021-09-05 01:05:00	23.1	남남동	149	23.02	0.82	5.1	1.25	5.5	3.4	서남서	247	20.2	1019.3	-	13	
2021-09-05 01:10:00	22.2	남남동	159	23.02	0.74	5.4	1.25	4.5	3.1	서남서	247	20.2	1019.2	-	47	
2021-09-05 01:15:00	22.4	남남동	156	23.03	0.86	5.1	1.25	5.0	2.9	서	259	20.3	1019.2	-	51	
2021-09-05 01:20:00	22.1	남남동	158	23.02	0.88	5.5	1.36	6.5	2.7	서	266	20.3	1019.2	-	73	
2021-09-05 01:25:00	17.9	남남동	156	23.02	0.86	5.5	1.14	6.0	2.4	서남서	249	20.4	1019.2	-	52	
2021-09-05 01:30:00	21.5	남남동	155	23.00	0.70	5.4	1.17	5.5	2.6	서남서	252	20.4	1019.2	-	63	
2021-09-05 01:35:00	17.7	남동	146	23.00	0.82	5.1	1.06	5.0	2.5	서	265	20.5	1019.2	-	57	
2021-09-05 01:40:00	19.7	남동	146	23.00	0.92	5.3	1.58	5.0	2.2	서	273	20.5	1019.1	-	65	
2021-09-05 01:45:00	16.6	남동	140	23.00	0.97	5.6	1.47	6.0	2.3	서	273	20.4	1019.1	-	43	
2021-09-05 01:50:00	17.6	남동	146	23.00	0.71	5.2	0.83	5.0	2.1	서북서	282	20.4	1019.1	-	72	
2021-09-05 01:55:00	16.6	남동	137	22.99	0.78	5.7	1.31	5.5	2.3	서북서	292	20.5	1019.1	-	57	
2021-09-05 02:00:00	17.7	남남동	147	22.94	0.95	5.6	1.36	5.0	2.3	서북서	302	20.5	1019.2	-	53	
2021-09-05 02:05:00	16.6	남동	137	22.95	0.82	5.9	1.21	6.0	1.9	서	281	20.4	1019.2	-	67	
2021-09-05 02:10:00	14.2	남동	146	22.93	0.75	5.1	1.08	5.5	1.8	서북서	283	20.5	1019.2	-	45	
2021-09-05 02:15:00	17.9	남남동	153	23.09	0.86	5.8	1.03	6.0	2.7	서북서	290	20.6	1019.2	-	59	
2021-09-05 02:20:00	11.9	남남동	154	23.17	0.80	5.4	0.97	5.5	3.1	서북서	288	20.6	1019.2	-	16	
2021-09-05 02:25:00	11.6	남남동	156	23.18	0.68	5.1	0.91	4.5	2.9	서북서	293	20.5	1019.2	-	69	
2021-09-05 02:30:00	11.3	남남동	156	23.17	0.80	5.2	1.15	5.5	3.1	서북서	289	20.6	1019.2	-	47	
2021-09-05 02:35:00	12.6	남남동	150	23.20	0.79	5.6	0.99	6.0	3.1	서북서	288	20.6	1019.2	-	48	
2021-09-05 02:40:00	11.4	남동	142	23.25	0.85	5.5	1.01	5.5	2.6	서북서	292	20.7	1019.1	-	42	
2021-09-05 02:45:00	11.4	남남동	164	23.24	0.81	5.5	1.11	5.0	2.4	서북서	293	20.7	1019.1	-	45	
2021-09-05 02:50:00	11.9	남남동	158	23.19	0.93	5.7	1.36	6.0	3.2	서북서	294	20.7	1019.1	-	50	
2021-09-05 02:55:00	11.3	남남동	163	23.23	0.82	5.8	1.56	5.5	3.0	서북서	291	20.7	1019.1	-	50	
2021-09-05 03:00:00	11.8	남남동	150	23.22	0.76	5.6	1.19	5.0	2.9	서북서	289	20.6	1019.1	-	53	
2021-09-05 03:05:00	11.6	남	174	23.21	0.84	5.5	1.12	5.0	3.0	서북서	287	20.6	1019.2	-	37	
2021-09-05 03:10:00	8.5	남남동	149	23.15	0.83	5.6	1.12	5.5	2.5	서북서	285	20.5	1019.1	-	46	
2021-09-05 03:15:00	8.8	남남동	149	23.12	0.76	5.4	1.09	5.5	2.5	서	275	20.5	1019.1	-	52	
2021-09-05 03:20:00	10.4	남동	145	23.12	0.89	5.4	1.33	5.5	2.8	서	273	20.4	1019.1	-	44	
2021-09-05 03:25:00	9.4	남동	136	23.22	1.08	5.6	1.51	5.5	3.1	서	280	20.4	1019.2	-	58	
2021-09-05 03:30:00	12.8	남남동	160	23.15	0.83	5.3	1.20	5.5	3.2	서북서	282	20.5	1019.2	-	25	
2021-09-05 03:35:00	11.9	남남동	165	23.10	0.73	5.3	0.93	5.5	3.1	서	271	20.5	1019.1	-	30	
2021-09-05 03:40:00	15.7	남동	143	23.06	0.79	5.2	1.10	4.5	3.2	서	267	20.5	1019.0	-	55	
2021-09-05 03:45:00	18.7	남남동	155	23.04	0.84	5.3	1.32	5.0	3.5	서	272	20.5	1019.0	-	52	
2021-09-05 03:50:00	17.6	남남동	153	23.05	0.77	5.1	1.03	5.0	3.9	서	280	20.5	1019.1	-	132	
2021-09-05 03:55:00	18.7	남동	146	23.07	0.81	5.7	1.18	6.5	3.8	서북서	284	20.5	1019.0	-	45	
2021-09-05 04:00:00	14.6	남동	139	23.08	0.68	5.5	0.76	5.0	3.8	서북서	282	20.5	1019.0	-	56	
2021-09-05 04:05:00	11.0	남남동	152	23.08	0.79	5.4	1.00	5.5	3.7	서북서	294	20.5	1019.0	-	54	
2021-09-05 04:10:00	14.4	남동	136	23.09	0.74	5.8	1.13	5.0	4.3	북서	314	20.5	1019.0	-	77	
2021-09-05 04:15:00	15.1	남동	143	23.08	0.74	5.2	1.10	4.5	4.7	북서	313	20.5	1018.9	-	36	
2021-09-05 04:20:00	9.9	남동	137	23.04	0.80	5.2	1.11	5.0	5.1	북서	306	20.6	1018.9	-	64	
2021-09-05 04:25:00	15.7	남동	131	23.03	0.77	5.4	1.39	5.5	5.9	북북서	333	20.7	1018.9	-	46	
2021-09-05 04:30:00	18.3	남동	134	23.04	0.85	5.3	1.05	5.0	7.8	북	354	21.1	1018.9	-	43	
2021-09-05 04:35:00	16.5	남동	134	23.00	0.88	4.9	1.07	4.5	7.6	북북서	348	21.1	1018.9	-	30	
2021-09-05 04:40:00	23.6	남남동	155	22.94	0.87	5.4	1.10	5.5	8.1	북북서	347	21.1	1018.8	-	37	
2021-09-05 04:45:00	21.0	남동	143	22.96	0.85	5.1	1.12	5.5	7.9	북북서	335	21.0	1018.8	-	67	
2021-09-05 04:50:00	24.7	남동	142	22.99	0.96	5.3	1.36	4.5	8.0	북북서	334	21.0	1018.8	-	41	
2021-09-05 04:55:00	22.3	남동	144	23.00	0.83	5.1	1.26	4.5	8.1	북북서	331	21.0	1018.8	-	34	
2021-09-05 05:00:00	19.8	남동	141	22.97	0.91	5.2	1.18	5.0	7.7	북북서	332	20.8	1018.9	-	64	
2021-09-05 05:05:00	25.2	남남동	148	22.96	0.89	5.0	1.16	5.0	7.2	북서	320	20.9	1018.9	-	55	
2021-09-05 05:10:00	18.2	남남동	148	22.99	1.01	5.6	1.26	5.5	7.2	북서	319	20.7	1018.8	-	50	
2021-09-05 05:15:00	23.6	남동	146	23.01	0.80	4.9	1.17	5.0	6.1	북서	309	20.6	1018.9	-	179	
2021-09-05 05:20:00	24.6	남동	146	23.02	0.87	5.0	1.17	5.5	5.9	북서	304	20.4	1019.1	-	83	
2021-09-05 05:25:00	22.2	남동	144	23.00	0.97	5.3	1.38	5.5	5.9	북서	305	20.2	1019.2	-	45	
2021-09-05 05:30:00	20.9	남동	143	22.99	0.84	5.2	1.12	5.0	5.6	서북서	300	20.1	1019.2	-	55	
2021-09-05 05:35:00	20.5	남남동	146	22.96	0.82	5.1	1.03	4.0	5.2	북서	307	20.0	1019.3	-	34	
2021-09-05 05:40:00	23.1	남동	144	22.95	0.82	5.3	1.16	5.0	5.5	서북서	302	20.0	1019.3	-	63	
2021-09-05 05:45:00	21.4	남동	133	22.95	0.81	4.8	1.37	6.0	5.5	북서	305	20.0	1019.3	-	93	
2021-09-05 05:50:00	20.1	남동	137	22.91	0.77	5.2	1.01	5.0	5.8	서북서	303	20.0	1019.3	-	42	
2021-09-05 05:55:00	20.6	남동	132	22.84	0.90	5.1	1.52	5.0	5.6	북서	305	20.2	1019.3	-	52	
2021-09-05 06:00:00	22.0	남동	133	22.79	0.85	5.3	1.35	5.0	5.5	북서	304	20.3	1019.3	-	44	
2021-09-05 06:05:00	23.7	남동	138	22.77	0.79	4.6	1.42	5.0	5.1	북서	306	20.4	1019.4	-	56	
2021-09-05 06:10:00	22.4	남동	131	22.81	0.80	5.2	1.18	5.5	5.2	북서	304	20.5	1019.4	-	21	
2021-09-05 06:15:00	19.2	남동	141	22.83	0.88	4.9	1.27	5.5	5.0	북서	309	20.7	1019.5	-	32	
2021-09-05 06:20:00	19.6	남동	134	22.90	0.79	5.5	1.15	4.5	5.3	북서	314	20.7	1019.5	-	69	
2021-09-05 06:25:00	17.9	남동	132	22.94	0.69	5.0	1.03	4.5	5.1	북서	312	20.8	1019.5	-	38	
2021-09-05 06:30:00	17.0	남동	132	22.98	0.81	5.2	1.07	4.5	5.2	북서	307	20.7	1019.5	-	57	
2021-09-05 06:35:00	18.6	남동	138	23.01	0.87	5.2	1.15	5.5	4.9	서북서	301	20.8	1019.5	-	86	
2021-09-05 06:40:00	16.2	남동	137	23.03	0.74	5.2	1.06	5.0	5.1	북서	306	20.8	1019.5	-	23	
2021-09-05 06:45:00	16.7	남동	137	23.04	0.80	5.5	1.18	4.5	5.5	서북서	297	20.8	1019.7	-	69	
2021-09-05 06:50:00	23.9	남남동	149	23.04	0.81	5.4	1.16	5.5	5.1	서북서	294	20.7	1019.8	-	58	
2021-09-05 06:55:00	10.0	남	191	23.04	0.88	5.0	1.27	5.0	5.2	서북서	294	20.6	1019.9	-	74	
2021-09-05 07:00:00	13.5	남	186	23.03	0.75	5.2	0.96	5.5	5.5	서북서	302	20.5	1019.9	-	58	
2021-09-05 07:05:00	16.0	남남서	197	23.04	0.86	5.5	1.69	5.5	5.5	서북서	303	20.8	1019.9	-	74	
2021-09-05 07:10:00	11.1	남남서	193	23.04	0.86	5.3	1.12	4.5	5.7	서북서	299	20.7	1020.0	-	38	
2021-09-05 07:15:00	7.7	남	188	23.08	0.82	5.3	1.09	4.5	5.7	북서	304	20.5	1020.1	-	52	
2021-09-05 07:20:00	4.9	남남서	206	23.11	0.77	4.9	1.00	4.0	5.9	서북서	301	20.5	1020.2	-	1	
2021-09-05 07:25:00	6.5	남	171	23.04	0.70	5.4	0.89	4.5	5.7	서북서	300	20.4	1020.3	-	71	
2021-09-05 07:30:00	7.4	남남동	165	23.02	0.84	5.4	1.16	5.0	5.7	서북서	303	20.4	1020.3	-	31	
2021-09-05 07:35:00	8.8	남동	145	23.05	0.85	5.3	1.07	6.0	5.6	북서	305	20.6	1020.2	-	70	
2021-09-05 07:40:00	10.0	남동	143	23.06	0.83	5.4	1.15	6.0	5.1	북서	308	20.7	1020.2	-	79	
2021-09-05 07:45:00	8.6	남남동	164	23.05	0.86	5.9	1.34	5.5	5.2	서북서	303	20.7	1020.2	-	67	
2021-09-05 07:50:00	12.2	남남동	157	23.05	0.78	5.4	1.23	5.5	5.0	서북서	302	20.8	1020.2	-	61	
2021-09-05 07:55:00	9.5	남남동	159	23.02	0.71	5.9	0.88	6.0	5.1	북서	304	20.8	1020.3	-	54	
2021-09-05 08:00:00	10.2	남남동	167	23.04	0.85	5.6	1.26	5.5	4.7	서북서	303	20.8	1020.2	-	44	
2021-09-05 08:05:00	6.1	남남동	165	23.07	0.80	5.5	1.14	5.5	4.7	북서	311	20.9	1020.1	-	233	
2021-09-05 08:10:00	9.2	남	186	23.05	0.69	4.6	1.14	5.0	5.0	북서	309	21.0	1020.1	-	64	
2021-09-05 08:15:00	6.4	남	170	23.04	0.96	5.8	1.15	5.5	5.1	북서	305	21.0	1020.1	-	52	
2021-09-05 08:20:00	7.7	남남서	208	23.03	0.76	5.4	1.22	6.0	4.9	북서	324	21.1	1020.0	-	56	
2021-09-05 08:25:00	6.8	남남서	192	23.04	0.82	5.3	1.05	7.0	4.9	북서	324	21.3	1020.1	-	60	
2021-09-05 08:30:00	12.1	남	187	23.03	0.85	5.4	1.27	5.0	4.4	북서	321	21.3	1020.2	-	47	
2021-09-05 08:35:00	7.9	남남동	166	23.03	0.69	5.7	0.89	5.5	5.0	북서	312	21.4	1020.2	-	49	
2021-09-05 08:40:00	11.1	남남서	200	23.04	0.75	5.4	1.17	5.5	4.8	북서	306	21.4	1020.3	-	19	
2021-09-05 08:45:00	11.0	남남동	160	23.04	0.74	5.7	0.94	5.0	4.5	서북서	303	21.2	1020.3	-	67	
2021-09-05 08:50:00	5.7	남남동	161	23.05	0.74	5.1	1.10	6.0	4.7	북서	304	21.2	1020.3	-	36	
2021-09-05 08:55:00	12.0	남	185	23.05	0.83	5.3	1.30	5.5	4.1	서북서	302	21.5	1020.3	-	71	
2021-09-05 09:00:00	13.4	남	180	23.06	0.73	5.4	1.09	6.0	4.1	서북서	300	21.8	1020.4	-	36	
2021-09-05 09:05:00	11.6	남남동	166	23.05	0.81	5.8	1.05	5.5	3.9	서북서	297	22.0	1020.5	-	59	
2021-09-05 09:10:00	12.2	남남동	167	23.03	0.93	6.1	1.33	5.0	4.1	북서	304	22.2	1020.5	-	73	
2021-09-05 09:15:00	10.2	남남서	196	23.04	0.77	5.6	0.99	5.5	4.5	서북서	302	22.3	1020.5	-	34	
2021-09-05 09:20:00	8.1	남	185	23.04	0.97	5.8	1.23	5.0	4.4	북서	305	22.3	1020.6	-	53	
2021-09-05 09:25:00	9.7	남	191	23.05	0.80	5.8	1.05	6.0	5.0	북서	307	22.5	1020.8	-	28	
