包螟家疙:版器措秦荐垮厘
困档:37.808972
版档:128.931889
包螟矫埃	蜡加(cm/s)	蜡氢(16points)	蜡氢(deg)	荐柯(∩)	蜡狼颇绊(m)	蜡狼颇林扁(sec)	弥措颇绊(m)	弥措颇林扁(sec)	浅加(m/s)	浅氢(16points)	浅氢(deg)	扁柯(∩)	扁拘(hPa)	矫沥(m)	颇氢(deg)	
2023/02/08 12:50:00	13.6	合辑	309	10.98	0.91	5.8	1.34	6.0	5.5	合悼	35	6.8	1024.6	-	54	
2023/02/08 12:55:00	11.7	合辑	310	10.95	0.98	6.0	1.39	5.0	5.1	合悼	49	6.6	1024.6	-	65	
2023/02/08 13:00:00	13.4	合辑	320	10.99	0.82	5.6	0.96	6.0	5.7	合合悼	32	6.8	1024.6	-	81	
2023/02/08 13:05:00	13.1	合辑	319	10.96	0.91	6.0	1.22	6.0	5.9	合悼	35	6.7	1024.6	-	64	
2023/02/08 13:10:00	11.2	辑合辑	300	11.00	0.85	5.4	1.23	5.5	5.8	合悼	40	6.7	1024.6	-	54	
2023/02/08 13:15:00	12.0	辑合辑	294	10.99	0.90	5.2	1.39	5.5	6.0	合悼	35	6.6	1024.5	-	43	
2023/02/08 13:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/08 13:25:00	14.3	合合辑	329	10.99	0.92	5.6	1.31	5.0	6.0	合合悼	23	6.4	1024.5	-	42	
2023/02/08 13:30:00	12.6	辑合辑	301	10.99	0.81	6.1	1.14	5.5	6.0	合悼	37	6.6	1024.5	-	51	
2023/02/08 13:35:00	14.1	合辑	320	10.96	0.91	5.7	1.34	5.5	5.9	合合悼	33	6.4	1024.5	-	48	
2023/02/08 13:40:00	11.9	辑合辑	298	10.98	1.00	5.6	1.28	4.0	5.7	合合悼	19	6.4	1024.5	-	50	
2023/02/08 13:45:00	12.3	合辑	306	10.97	0.94	5.8	1.40	5.5	5.5	合悼	39	6.5	1024.5	-	56	
2023/02/08 13:50:00	11.5	合辑	326	10.96	0.97	6.1	1.22	6.5	5.5	合悼	35	6.4	1024.5	-	80	
2023/02/08 13:55:00	12.0	合辑	315	10.94	0.95	5.9	1.31	5.5	5.8	合合悼	20	6.3	1024.4	-	54	
2023/02/08 14:00:00	16.9	辑合辑	296	10.96	1.04	5.6	1.62	5.5	4.8	合合悼	29	6.3	1024.4	-	66	
2023/02/08 14:05:00	11.2	合辑	319	10.94	0.92	6.0	1.38	7.0	5.6	合合悼	33	6.5	1024.4	-	63	
2023/02/08 14:10:00	9.7	辑合辑	301	10.98	0.81	4.9	1.13	5.5	5.1	合合悼	17	6.5	1024.4	-	96	
2023/02/08 14:15:00	12.8	合辑	319	10.98	0.92	5.5	1.55	4.5	4.8	合合悼	31	6.5	1024.4	-	37	
2023/02/08 14:20:00	13.8	合辑	326	10.98	0.74	5.3	1.00	6.5	5.4	合合悼	32	6.7	1024.4	-	83	
2023/02/08 14:25:00	10.3	合辑	318	10.97	0.82	4.9	1.17	5.0	5.5	合合悼	24	6.7	1024.4	-	49	
2023/02/08 14:30:00	12.8	合辑	314	10.95	0.85	5.1	1.20	4.0	5.2	合合悼	26	6.5	1024.4	-	46	
2023/02/08 14:35:00	14.6	合辑	307	10.97	0.88	5.6	1.18	5.5	4.9	合合悼	27	6.4	1024.5	-	37	
2023/02/08 14:40:00	6.8	辑合辑	294	10.98	1.09	5.3	1.49	5.0	5.4	合合悼	31	6.6	1024.5	-	55	
2023/02/08 14:45:00	11.4	合辑	319	10.96	0.93	5.7	1.26	5.5	5.0	合合悼	26	6.4	1024.5	-	78	
2023/02/08 14:50:00	8.7	辑合辑	302	10.94	0.86	5.5	1.35	6.5	6.0	合悼	34	6.4	1024.5	-	58	
2023/02/08 14:55:00	12.0	合辑	322	10.93	0.85	5.3	1.11	5.5	5.6	合合悼	30	6.5	1024.6	-	35	
2023/02/08 15:00:00	7.4	合辑	314	10.94	0.95	5.1	1.37	5.0	5.2	合悼	36	6.4	1024.7	-	67	
2023/02/08 15:05:00	11.4	合辑	324	10.96	0.92	5.2	1.45	4.5	4.9	合合悼	28	6.6	1024.7	-	63	
2023/02/08 15:10:00	7.6	辑合辑	294	10.95	1.01	5.3	1.39	7.0	4.1	合悼	39	6.5	1024.7	-	41	
2023/02/08 15:15:00	9.6	合辑	321	10.94	1.00	5.8	1.50	5.5	5.5	合合悼	28	6.4	1024.8	-	82	
2023/02/08 15:20:00	8.1	合合辑	339	10.97	0.91	5.0	1.42	4.5	4.7	合合悼	29	6.4	1024.8	-	69	
2023/02/08 15:25:00	8.8	合合辑	335	10.96	0.95	5.0	1.38	4.5	5.4	合合悼	25	6.4	1024.8	-	45	
2023/02/08 15:30:00	8.8	合辑	305	10.93	0.88	5.4	1.15	5.5	5.2	合合悼	21	6.4	1024.9	-	45	
2023/02/08 15:35:00	10.5	合辑	318	10.93	1.00	5.5	1.29	5.0	5.2	合合悼	27	6.5	1024.9	-	49	
2023/02/08 15:40:00	7.2	辑合辑	302	10.93	0.97	4.7	1.49	5.0	4.4	合合悼	17	6.4	1024.9	-	34	
2023/02/08 15:45:00	6.7	合辑	305	10.93	1.02	5.6	1.52	5.5	3.6	合合悼	24	6.4	1025.0	-	63	
2023/02/08 15:50:00	11.0	合合辑	328	10.94	1.02	4.8	1.39	5.5	4.8	合合悼	27	6.3	1024.9	-	69	
2023/02/08 15:55:00	3.8	合	352	10.91	0.93	5.5	1.33	5.5	5.0	合合悼	18	6.2	1024.9	-	24	
2023/02/08 16:00:00	6.9	辑合辑	296	10.92	0.97	5.4	1.23	6.0	4.4	合	9	6.1	1025.0	-	54	
2023/02/08 16:05:00	6.4	辑合辑	298	10.91	0.86	5.1	1.32	5.5	5.3	合合悼	12	6.0	1025.0	-	19	
2023/02/08 16:10:00	7.0	合辑	317	10.91	0.94	5.0	1.32	5.0	5.0	合悼	43	6.2	1024.9	-	59	
2023/02/08 16:15:00	6.4	合辑	312	10.91	0.97	5.2	1.26	3.5	5.0	合合悼	25	6.1	1024.9	-	39	
2023/02/08 16:20:00	8.1	合辑	309	10.90	0.97	5.2	1.77	5.0	5.7	合合悼	24	6.0	1024.8	-	8	
2023/02/08 16:25:00	7.7	合辑	313	10.89	0.82	4.6	1.21	4.5	4.6	合合悼	30	5.9	1024.9	-	60	
2023/02/08 16:30:00	8.1	合辑	305	10.92	0.94	4.9	1.39	4.5	4.5	合合悼	17	6.0	1025.0	-	350	
2023/02/08 16:35:00	7.7	辑合辑	283	10.88	0.96	5.3	1.40	5.0	4.3	合	357	5.9	1025.0	-	47	
2023/02/08 16:40:00	7.3	合辑	325	10.91	0.94	5.1	1.11	5.0	4.4	合	352	5.9	1025.1	-	26	
2023/02/08 16:45:00	5.6	辑合辑	303	10.89	0.90	4.9	1.67	6.0	3.5	合合悼	16	5.8	1025.1	-	30	
2023/02/08 16:50:00	4.7	辑合辑	301	10.88	0.82	4.7	1.54	4.5	3.7	合合悼	19	5.9	1025.1	-	184	
2023/02/08 16:55:00	3.5	合辑	314	10.88	0.90	5.0	1.13	5.0	3.8	合合悼	30	5.9	1025.1	-	353	
2023/02/08 17:00:00	8.4	辑合辑	292	10.91	1.06	5.2	1.51	4.5	4.3	合合悼	30	5.7	1025.1	-	54	
2023/02/08 17:05:00	6.9	辑合辑	299	10.91	0.98	4.8	1.45	5.0	3.5	合	2	5.7	1025.2	-	15	
2023/02/08 17:10:00	5.7	辑	279	10.91	0.94	4.7	1.28	5.5	3.9	合合悼	22	5.7	1025.2	-	10	
2023/02/08 17:15:00	5.2	辑合辑	291	10.90	1.09	5.0	1.77	4.5	3.1	合合悼	29	5.6	1025.3	-	335	
2023/02/08 17:20:00	6.1	辑合辑	297	10.91	1.01	5.0	1.37	5.0	3.4	合合悼	31	5.7	1025.3	-	38	
2023/02/08 17:25:00	5.4	辑巢辑	248	10.91	1.07	4.7	1.41	5.5	3.8	合	357	5.7	1025.4	-	345	
2023/02/08 17:30:00	2.2	巢辑	219	10.90	0.92	5.0	1.30	5.0	4.1	合	354	5.5	1025.5	-	31	
2023/02/08 17:35:00	4.2	辑	270	10.91	1.01	5.1	1.42	5.5	3.5	合	10	5.5	1025.6	-	16	
2023/02/08 17:40:00	2.4	辑巢辑	258	10.93	0.81	5.3	1.08	5.5	3.8	合	6	5.5	1025.6	-	53	
2023/02/08 17:45:00	4.9	辑	278	10.92	0.93	5.3	1.11	5.5	3.3	合合悼	16	5.4	1025.8	-	346	
2023/02/08 17:50:00	2.7	巢辑	220	10.91	0.94	5.4	1.15	5.5	3.7	合合悼	15	5.4	1025.8	-	12	
2023/02/08 17:55:00	5.0	辑	267	10.92	1.06	5.0	1.32	3.5	2.9	合合悼	17	5.4	1025.9	-	344	
2023/02/08 18:00:00	6.7	辑	271	10.89	0.90	5.3	1.18	4.5	2.9	合	358	5.5	1026.0	-	14	
2023/02/08 18:05:00	1.7	辑	277	10.89	0.99	5.1	1.40	5.0	3.0	合	7	5.5	1026.1	-	32	
2023/02/08 18:10:00	5.5	辑合辑	293	10.90	0.98	4.9	1.66	5.0	3.0	合	6	5.4	1026.2	-	352	
2023/02/08 18:15:00	4.3	合辑	306	10.87	0.97	5.1	1.32	5.5	2.9	合合悼	17	5.3	1026.3	-	30	
2023/02/08 18:20:00	5.0	合合辑	337	10.90	0.91	5.2	1.37	4.5	2.6	合	1	5.5	1026.4	-	39	
2023/02/08 18:25:00	0.9	合合悼	26	10.88	0.69	4.9	0.79	5.0	2.9	合合辑	348	5.4	1026.5	-	72	
2023/02/08 18:30:00	4.8	合合辑	332	10.88	0.80	5.2	1.00	4.5	1.8	合	355	5.4	1026.5	-	1	
2023/02/08 18:35:00	5.5	合合辑	338	10.87	0.82	5.0	1.06	6.0	2.8	合	354	5.4	1026.5	-	31	
2023/02/08 18:40:00	7.0	合合辑	329	10.88	0.98	4.9	1.67	5.0	2.3	合	10	5.4	1026.6	-	44	
2023/02/08 18:45:00	3.9	合辑	310	10.85	0.90	5.3	1.42	5.5	1.9	合	4	5.3	1026.7	-	54	
2023/02/08 18:50:00	0.4	巢辑	215	10.87	0.95	5.3	1.32	5.0	1.1	合	9	5.3	1026.8	-	344	
2023/02/08 18:55:00	6.7	合辑	318	10.88	0.92	5.3	1.13	4.0	2.3	辑	275	5.4	1026.8	-	266	
2023/02/08 19:00:00	2.7	辑合辑	302	10.86	0.81	4.8	1.36	5.0	2.5	辑巢辑	254	5.0	1026.8	-	349	
2023/02/08 19:05:00	2.5	辑合辑	283	10.86	0.82	5.3	1.10	5.5	2.2	辑	263	5.0	1026.8	-	79	
2023/02/08 19:10:00	4.9	辑合辑	301	10.87	0.72	5.4	0.96	5.5	2.4	辑	271	4.9	1026.8	-	34	
2023/02/08 19:15:00	6.3	辑	276	10.87	0.84	5.2	1.05	5.5	2.2	辑巢辑	255	4.8	1026.9	-	66	
2023/02/08 19:20:00	4.0	合合辑	343	10.87	0.89	5.5	1.27	4.5	2.3	辑	260	4.6	1026.9	-	67	
2023/02/08 19:25:00	4.9	合辑	311	10.87	0.78	5.4	1.06	5.0	2.5	辑	260	4.6	1026.9	-	339	
2023/02/08 19:30:00	5.6	合辑	306	10.87	0.83	5.1	1.27	5.0	2.9	辑巢辑	250	4.6	1027.0	-	21	
2023/02/08 19:35:00	2.5	辑	273	10.86	0.86	5.1	1.11	5.0	3.2	辑巢辑	246	4.5	1027.0	-	53	
2023/02/08 19:40:00	3.3	合	359	10.84	0.67	4.8	0.94	5.5	3.2	辑巢辑	242	4.4	1027.1	-	35	
2023/02/08 19:45:00	2.9	合合悼	18	10.86	0.74	5.3	1.13	6.0	3.2	辑巢辑	246	4.3	1027.1	-	72	
2023/02/08 19:50:00	4.7	辑合辑	303	10.84	0.70	5.2	1.08	5.0	3.5	辑巢辑	244	4.3	1027.1	-	57	
2023/02/08 19:55:00	4.5	合合辑	337	10.85	0.75	5.3	1.14	5.5	3.1	辑巢辑	247	4.2	1027.2	-	72	
2023/02/08 20:00:00	3.0	合辑	323	10.81	0.75	5.1	1.06	5.0	2.9	辑巢辑	249	4.3	1027.3	-	51	
2023/02/08 20:05:00	4.8	合合辑	335	10.83	0.75	5.0	1.42	5.5	3.1	辑巢辑	247	4.3	1027.3	-	26	
2023/02/08 20:10:00	4.1	合合辑	346	10.84	0.68	4.9	0.95	5.5	3.7	辑巢辑	246	4.0	1027.3	-	48	
2023/02/08 20:15:00	4.7	合合辑	333	10.84	0.70	5.0	0.92	4.5	3.4	辑巢辑	241	3.9	1027.4	-	66	
2023/02/08 20:20:00	4.4	合合辑	345	10.80	0.75	5.5	1.02	4.0	3.1	辑巢辑	238	3.9	1027.4	-	95	
2023/02/08 20:25:00	4.3	合合辑	346	10.83	0.70	5.2	1.03	5.0	3.2	辑巢辑	239	3.9	1027.5	-	1	
2023/02/08 20:30:00	2.5	合合辑	328	10.82	0.67	5.4	0.88	5.5	3.4	巢辑	223	3.8	1027.5	-	67	
2023/02/08 20:35:00	4.6	合辑	317	10.85	0.75	5.0	1.03	5.0	3.4	巢辑	218	3.4	1027.6	-	63	
2023/02/08 20:40:00	4.0	合辑	311	10.83	0.64	5.0	0.97	5.5	3.1	巢辑	220	3.4	1027.7	-	238	
2023/02/08 20:45:00	5.7	合辑	319	10.86	0.58	5.0	0.75	5.0	2.8	辑巢辑	243	3.4	1027.7	-	26	
2023/02/08 20:50:00	5.9	合	350	10.82	0.66	5.2	0.91	5.0	3.4	辑巢辑	243	3.3	1027.7	-	159	
2023/02/08 20:55:00	2.7	合合辑	339	10.84	0.63	5.3	0.89	4.5	3.5	巢辑	236	3.3	1027.7	-	60	
2023/02/08 21:00:00	2.7	合合辑	346	10.82	0.67	5.5	0.90	5.0	3.2	辑巢辑	238	3.4	1027.8	-	352	
2023/02/08 21:05:00	5.8	合辑	310	10.84	0.60	5.4	0.81	5.5	3.3	辑巢辑	241	3.4	1027.8	-	57	
2023/02/08 21:10:00	5.5	合辑	316	10.84	0.59	5.1	0.85	5.0	3.3	辑巢辑	240	3.3	1027.8	-	71	
2023/02/08 21:15:00	6.3	合辑	308	10.80	0.68	5.2	0.87	4.5	3.3	辑巢辑	241	3.3	1027.8	-	80	
2023/02/08 21:20:00	4.1	合合辑	338	10.84	0.46	5.4	0.59	5.5	3.0	辑巢辑	246	3.2	1027.8	-	62	
2023/02/08 21:25:00	6.3	合合辑	328	10.84	0.63	5.1	0.83	4.5	2.7	辑巢辑	241	3.3	1027.8	-	76	
2023/02/08 21:30:00	4.8	合辑	304	10.82	0.59	5.2	0.95	5.0	3.1	辑巢辑	246	3.3	1027.9	-	75	
2023/02/08 21:35:00	6.1	合合辑	343	10.83	0.61	4.9	0.87	5.0	2.9	辑	260	3.1	1028.0	-	79	
2023/02/08 21:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/08 21:45:00	3.6	辑	274	10.82	0.60	5.3	0.77	5.5	3.1	辑巢辑	245	2.7	1028.1	-	6	
2023/02/08 21:50:00	4.6	辑合辑	290	10.83	0.64	4.9	0.85	5.0	2.7	辑巢辑	252	2.7	1028.1	-	318	
2023/02/08 21:55:00	3.9	合	6	10.78	0.57	5.3	0.96	5.5	2.7	辑巢辑	247	2.7	1028.0	-	78	
2023/02/08 22:00:00	6.4	合辑	322	10.82	0.61	5.2	0.81	5.0	2.5	巢辑	234	2.5	1028.0	-	83	
2023/02/08 22:05:00	7.0	合辑	312	10.82	0.66	5.1	1.08	5.0	2.5	辑巢辑	238	2.4	1028.0	-	70	
2023/02/08 22:10:00	6.3	合辑	325	10.86	0.67	5.1	0.94	5.0	2.7	巢辑	223	2.5	1028.0	-	70	
2023/02/08 22:15:00	3.9	合	357	10.85	0.59	5.3	0.85	5.5	2.5	巢辑	221	2.5	1028.1	-	86	
2023/02/08 22:20:00	6.3	合辑	307	10.85	0.60	4.9	0.82	4.5	2.5	巢辑	231	2.4	1028.1	-	54	
2023/02/08 22:25:00	5.1	合合辑	328	10.86	0.58	5.1	0.73	5.0	2.7	巢辑	231	2.3	1028.1	-	93	
2023/02/08 22:30:00	7.1	合辑	326	10.87	0.61	5.3	0.76	5.5	2.8	巢辑	226	2.1	1028.1	-	64	
2023/02/08 22:35:00	4.6	合合辑	330	10.83	0.56	5.2	0.73	6.0	3.1	巢辑	228	2.1	1028.1	-	77	
2023/02/08 22:40:00	4.4	辑	277	10.83	0.58	5.1	0.79	5.0	3.1	巢辑	227	2.3	1028.1	-	316	
2023/02/08 22:45:00	3.7	合合辑	347	10.85	0.59	5.0	0.85	5.0	3.0	巢辑	220	2.3	1028.1	-	53	
2023/02/08 22:50:00	4.5	合辑	311	10.83	0.58	5.1	0.79	4.5	2.6	巢辑	231	2.6	1028.2	-	58	
2023/02/08 22:55:00	3.8	辑	267	10.85	0.62	5.2	0.88	5.5	2.8	巢辑	220	2.7	1028.2	-	74	
2023/02/08 23:00:00	3.5	合辑	323	10.81	0.49	5.0	0.72	4.5	3.0	巢辑	236	2.6	1028.1	-	28	
2023/02/08 23:05:00	5.6	合辑	323	10.81	0.57	5.4	0.87	5.0	2.6	巢辑	229	2.5	1028.2	-	83	
2023/02/08 23:10:00	3.5	合合辑	340	10.80	0.62	4.9	1.15	5.0	2.6	巢辑	220	2.6	1028.2	-	42	
2023/02/08 23:15:00	4.4	合辑	325	10.82	0.50	4.7	0.75	5.0	2.4	巢辑	223	2.5	1028.3	-	45	
2023/02/08 23:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/08 23:25:00	2.5	合合辑	340	10.82	0.50	4.9	0.70	5.0	2.9	巢辑	226	2.3	1028.3	-	98	
2023/02/08 23:30:00	7.1	合辑	310	10.84	0.58	5.4	0.85	4.5	2.8	巢辑	236	2.1	1028.3	-	74	
2023/02/08 23:35:00	7.9	合辑	313	10.84	0.64	5.2	0.92	5.5	2.4	辑巢辑	242	2.2	1028.3	-	52	
2023/02/08 23:40:00	6.0	合辑	313	10.86	0.53	4.8	0.66	5.0	2.6	辑巢辑	243	2.3	1028.3	-	75	
2023/02/08 23:45:00	7.4	合合辑	327	10.83	0.54	5.3	0.77	5.5	3.0	辑巢辑	246	2.3	1028.4	-	68	
2023/02/08 23:50:00	1.9	合辑	314	10.84	0.52	5.4	0.69	4.5	3.1	辑巢辑	241	2.1	1028.5	-	82	
2023/02/08 23:55:00	6.3	辑合辑	294	10.80	0.49	5.2	0.60	5.5	2.6	巢辑	231	2.1	1028.6	-	93	
2023/02/09 00:00:00	6.6	辑合辑	300	10.84	0.55	5.1	0.81	4.5	2.7	辑巢辑	249	2.1	1028.6	-	47	
2023/02/09 00:05:00	3.5	辑合辑	293	10.83	0.54	5.7	0.82	5.0	3.1	辑巢辑	246	1.9	1028.6	-	69	
2023/02/09 00:10:00	6.6	合辑	323	10.83	0.58	5.5	0.77	5.0	3.3	辑巢辑	246	1.9	1028.7	-	51	
2023/02/09 00:15:00	4.7	辑合辑	288	10.82	0.48	5.1	0.72	5.0	3.0	辑巢辑	240	2.0	1028.7	-	82	
2023/02/09 00:20:00	5.8	合辑	304	10.82	0.56	5.2	0.70	5.0	3.0	巢辑	234	2.0	1028.8	-	81	
2023/02/09 00:25:00	6.4	合辑	307	10.82	0.58	5.3	0.72	5.5	2.5	巢辑	233	2.1	1028.8	-	61	
2023/02/09 00:30:00	5.9	合辑	308	10.82	0.49	5.2	0.63	4.0	2.6	辑巢辑	247	1.9	1028.8	-	13	
2023/02/09 00:35:00	4.0	合合辑	334	10.85	0.64	5.5	0.93	5.0	3.0	辑巢辑	242	1.6	1028.8	-	70	
2023/02/09 00:40:00	5.2	合辑	316	10.84	0.48	5.1	0.75	6.0	2.9	巢辑	232	1.8	1028.8	-	86	
2023/02/09 00:45:00	5.7	合辑	306	10.86	0.50	5.0	0.71	5.0	2.5	巢辑	221	1.7	1028.9	-	69	
2023/02/09 00:50:00	6.6	合辑	326	10.84	0.45	5.2	0.65	5.0	2.3	巢辑	229	1.5	1028.8	-	77	
2023/02/09 00:55:00	5.8	合	359	10.82	0.55	5.4	0.66	4.5	2.5	巢辑	227	1.5	1028.9	-	25	
2023/02/09 01:00:00	7.8	合辑	315	10.84	0.50	5.3	0.69	6.0	2.7	巢辑	226	1.5	1028.9	-	82	
2023/02/09 01:05:00	5.2	辑合辑	300	10.83	0.48	5.1	0.71	4.5	3.7	巢辑	217	1.5	1028.9	-	42	
2023/02/09 01:10:00	2.0	合辑	310	10.83	0.45	4.8	0.68	4.5	3.5	巢辑	224	1.4	1029.0	-	180	
2023/02/09 01:15:00	3.6	辑合辑	292	10.83	0.45	4.9	0.61	5.0	3.6	巢辑	225	1.3	1029.0	-	62	
2023/02/09 01:20:00	5.7	合辑	318	10.82	0.57	5.3	0.99	5.0	3.1	巢辑	226	1.6	1028.9	-	65	
2023/02/09 01:25:00	4.0	合辑	322	10.80	0.41	4.9	0.59	5.0	3.7	巢辑	235	1.7	1028.9	-	27	
2023/02/09 01:30:00	4.6	辑合辑	298	10.80	0.47	5.2	0.65	5.0	3.6	巢辑	235	1.8	1028.9	-	113	
2023/02/09 01:35:00	2.8	合辑	314	10.81	0.54	4.8	0.73	4.5	3.9	辑巢辑	237	2.1	1028.9	-	282	
2023/02/09 01:40:00	3.5	合辑	306	10.79	0.41	4.4	0.65	5.5	4.2	辑巢辑	238	2.2	1028.9	-	61	
2023/02/09 01:45:00	1.1	合	3	10.80	0.50	5.1	0.83	5.5	4.0	巢辑	234	2.3	1029.0	-	67	
2023/02/09 01:50:00	1.4	合合辑	335	10.83	0.45	5.0	0.70	5.0	4.1	辑巢辑	237	2.4	1029.0	-	60	
2023/02/09 01:55:00	2.3	合合悼	19	10.81	0.49	5.3	0.70	5.0	4.0	巢辑	236	2.3	1029.1	-	57	
2023/02/09 02:00:00	1.5	合悼	42	10.78	0.49	5.2	0.68	5.5	3.8	巢辑	234	2.3	1029.2	-	74	
2023/02/09 02:05:00	4.1	合	353	10.79	0.41	5.0	0.82	5.0	3.8	巢辑	236	2.3	1029.2	-	52	
2023/02/09 02:10:00	2.4	辑	271	10.78	0.45	5.6	0.65	5.0	4.2	巢辑	235	2.4	1029.2	-	59	
2023/02/09 02:15:00	2.5	合悼	51	10.78	0.51	5.1	0.87	5.0	4.6	巢辑	236	2.4	1029.2	-	73	
2023/02/09 02:20:00	2.0	合辑	306	10.79	0.43	4.9	0.59	4.5	5.3	巢辑	236	2.2	1029.2	-	54	
2023/02/09 02:25:00	1.8	合合悼	29	10.80	0.45	4.8	0.73	5.5	5.5	巢辑	236	2.2	1029.3	-	63	
2023/02/09 02:30:00	2.0	悼合悼	64	10.79	0.39	5.3	0.55	5.0	5.7	巢辑	236	2.1	1029.3	-	78	
2023/02/09 02:35:00	0.7	合悼	42	10.78	0.48	4.9	0.66	6.0	5.5	辑巢辑	239	2.1	1029.2	-	71	
2023/02/09 02:40:00	1.5	合合辑	334	10.78	0.45	5.3	0.72	4.0	5.3	辑巢辑	237	2.0	1029.3	-	67	
2023/02/09 02:45:00	1.5	合	8	10.76	0.50	5.0	0.86	5.0	5.3	辑巢辑	240	2.1	1029.3	-	44	
2023/02/09 02:50:00	2.4	合悼	48	10.75	0.51	4.8	0.79	5.0	5.5	辑巢辑	238	2.1	1029.3	-	63	
2023/02/09 02:55:00	2.2	合	7	10.75	0.44	5.3	0.59	4.5	5.0	辑巢辑	239	2.0	1029.4	-	61	
2023/02/09 03:00:00	2.8	巢巢辑	211	10.76	0.46	5.0	0.57	5.0	4.8	辑巢辑	237	2.2	1029.4	-	62	
2023/02/09 03:05:00	1.3	巢	174	10.74	0.41	5.3	0.64	5.0	5.2	巢辑	236	2.3	1029.4	-	63	
2023/02/09 03:10:00	2.6	巢辑	214	10.76	0.42	5.4	0.55	5.5	5.0	巢辑	236	2.3	1029.3	-	64	
2023/02/09 03:15:00	1.6	巢辑	224	10.73	0.51	5.2	0.74	5.0	5.1	巢辑	234	2.4	1029.3	-	80	
2023/02/09 03:20:00	1.5	悼合悼	66	10.73	0.49	5.1	0.73	4.5	5.3	巢辑	234	2.5	1029.3	-	70	
2023/02/09 03:25:00	0.4	悼	90	10.72	0.49	5.5	0.66	5.5	5.2	辑巢辑	237	2.4	1029.3	-	81	
2023/02/09 03:30:00	2.1	巢巢悼	161	10.73	0.44	5.2	0.61	5.5	4.9	辑巢辑	237	2.3	1029.4	-	67	
2023/02/09 03:35:00	0.9	悼巢悼	122	10.70	0.46	5.6	0.63	5.5	4.7	巢辑	235	2.4	1029.4	-	49	
2023/02/09 03:40:00	0.9	巢	175	10.72	0.46	5.1	0.56	5.0	4.5	巢辑	233	2.5	1029.4	-	86	
2023/02/09 03:45:00	2.0	巢巢悼	155	10.73	0.43	5.4	0.62	5.5	4.4	巢辑	229	2.5	1029.4	-	69	
2023/02/09 03:50:00	2.9	巢巢悼	155	10.73	0.37	4.8	0.56	4.5	4.5	巢辑	231	2.6	1029.5	-	78	
2023/02/09 03:55:00	3.1	巢悼	124	10.73	0.53	5.4	0.87	5.0	4.5	巢辑	236	2.6	1029.5	-	69	
2023/02/09 04:00:00	3.2	巢巢悼	153	10.71	0.38	5.1	0.56	3.5	4.4	辑巢辑	238	2.4	1029.5	-	81	
2023/02/09 04:05:00	3.4	巢悼	141	10.73	0.42	4.7	0.51	5.5	4.3	辑巢辑	240	2.2	1029.5	-	32	
2023/02/09 04:10:00	2.8	悼巢悼	119	10.74	0.45	4.8	0.71	5.0	4.2	辑巢辑	241	2.1	1029.6	-	55	
2023/02/09 04:15:00	4.5	巢悼	133	10.72	0.48	5.0	0.54	5.0	4.4	巢辑	235	2.1	1029.6	-	67	
2023/02/09 04:20:00	6.2	巢悼	129	10.71	0.47	5.3	0.68	5.0	4.6	巢辑	236	2.0	1029.7	-	59	
2023/02/09 04:25:00	5.5	巢悼	128	10.71	0.43	4.8	0.62	5.0	4.7	巢辑	235	2.1	1029.7	-	67	
2023/02/09 04:30:00	4.6	巢悼	141	10.70	0.40	5.3	0.54	5.5	4.9	巢辑	234	2.1	1029.8	-	42	
2023/02/09 04:35:00	4.4	巢悼	131	10.69	0.42	4.8	0.49	4.0	4.8	巢辑	233	2.0	1029.8	-	342	
2023/02/09 04:40:00	8.6	巢悼	138	10.69	0.40	4.8	0.56	5.0	4.5	巢辑	235	2.0	1029.9	-	72	
2023/02/09 04:45:00	6.7	巢悼	127	10.71	0.42	4.9	0.60	5.0	4.7	巢辑	235	2.1	1029.9	-	43	
2023/02/09 04:50:00	6.4	巢悼	130	10.71	0.43	5.1	0.67	5.0	4.9	巢辑	235	2.1	1030.0	-	82	
2023/02/09 04:55:00	5.4	巢巢悼	157	10.71	0.44	5.0	0.49	5.5	4.8	辑巢辑	237	2.1	1029.9	-	65	
2023/02/09 05:00:00	6.4	巢巢悼	162	10.72	0.40	4.9	0.58	5.0	4.7	辑巢辑	239	2.1	1029.9	-	29	
2023/02/09 05:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/09 05:10:00	3.2	巢悼	143	10.70	0.42	4.5	0.74	4.5	4.2	辑巢辑	237	2.2	1030.0	-	69	
2023/02/09 05:15:00	7.6	巢悼	137	10.70	0.45	4.8	0.89	4.5	4.2	巢辑	233	2.2	1030.1	-	47	
2023/02/09 05:20:00	5.7	巢巢悼	153	10.70	0.42	4.8	0.52	5.0	4.2	辑巢辑	245	2.3	1030.1	-	73	
2023/02/09 05:25:00	8.2	巢巢悼	151	10.68	0.40	4.4	0.59	4.5	3.8	辑	264	2.3	1030.2	-	295	
2023/02/09 05:30:00	7.2	巢悼	139	10.69	0.41	4.5	0.67	5.0	3.7	辑	267	2.2	1030.3	-	75	
2023/02/09 05:35:00	5.8	巢巢悼	163	10.67	0.37	4.7	0.52	4.5	2.8	辑	272	2.3	1030.3	-	73	
