관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2022/08/07 04:40:00	7.2	북동	45	24.75	0.33	5.8	0.47	6.0	0.2	서	267	27.5	1005.9	-	66	
2022/08/07 04:45:00	8.0	동북동	58	24.37	0.31	6.2	0.38	5.5	0.7	서	273	27.8	1005.9	-	54	
2022/08/07 04:50:00	7.9	북동	45	24.45	0.31	6.0	0.42	5.5	0.4	서남서	255	28.0	1005.9	-	47	
2022/08/07 04:55:00	5.6	동북동	68	24.09	0.36	6.0	0.43	5.5	0.0	남남동	168	28.2	1005.8	-	48	
2022/08/07 05:00:00	4.6	동북동	73	23.89	0.30	5.8	0.55	5.5	0.4	서남서	248	28.1	1005.9	-	58	
2022/08/07 05:05:00	6.8	동북동	79	23.97	0.27	5.8	0.42	5.5	1.4	서	259	28.2	1005.9	-	34	
2022/08/07 05:10:00	9.4	동	82	23.80	0.26	5.5	0.42	6.0	1.9	서남서	253	28.1	1005.9	-	47	
2022/08/07 05:15:00	7.8	동	81	23.63	0.31	6.3	0.46	6.0	2.1	서	263	28.4	1005.9	-	58	
2022/08/07 05:20:00	9.1	동북동	77	23.66	0.34	5.9	0.49	5.5	1.9	서	281	28.5	1006.1	-	64	
2022/08/07 05:25:00	9.4	동	81	23.68	0.30	6.1	0.45	6.0	1.4	북북서	330	27.2	1006.2	-	75	
2022/08/07 05:30:00	9.1	동북동	78	23.71	0.31	5.7	0.40	6.5	1.4	북	350	26.6	1006.2	-	67	
2022/08/07 05:35:00	7.9	동	90	23.77	0.32	5.8	0.41	4.5	1.3	북	354	26.4	1006.3	-	50	
2022/08/07 05:40:00	7.3	동북동	73	23.79	0.26	6.1	0.36	6.0	1.6	북북서	342	26.3	1006.3	-	54	
2022/08/07 05:45:00	6.5	동남동	102	23.93	0.31	6.0	0.41	6.5	1.7	서북서	298	26.9	1006.3	-	44	
2022/08/07 05:50:00	6.9	동	92	23.76	0.32	5.5	0.44	5.5	1.5	서	273	27.8	1006.3	-	68	
2022/08/07 05:55:00	7.5	동북동	69	23.90	0.26	5.7	0.39	5.0	1.2	서	261	27.9	1006.3	-	40	
2022/08/07 06:00:00	3.5	동북동	75	24.03	0.31	6.0	0.42	6.0	1.2	서남서	250	27.9	1006.3	-	59	
2022/08/07 06:05:00	1.4	북서	323	24.67	0.35	5.7	0.49	6.0	1.2	서	266	28.0	1006.3	-	57	
2022/08/07 06:10:00	6.0	동	80	24.60	0.33	6.4	0.45	6.0	1.1	서북서	296	27.9	1006.3	-	44	
2022/08/07 06:15:00	1.1	북	350	24.69	0.28	5.7	0.39	6.0	1.2	서	280	27.3	1006.4	-	62	
2022/08/07 06:20:00	1.1	동북동	73	25.05	0.29	5.7	0.42	5.5	1.3	남서	236	27.8	1006.4	-	46	
2022/08/07 06:25:00	1.0	북동	47	25.15	0.31	6.2	0.43	6.5	1.3	남동	134	27.7	1006.3	-	57	
2022/08/07 06:30:00	2.1	동북동	68	25.00	0.31	5.7	0.42	6.0	1.4	남남동	149	27.8	1006.2	-	67	
2022/08/07 06:35:00	2.1	동남동	124	25.10	0.32	6.1	0.44	6.5	2.0	남동	145	27.6	1006.2	-	38	
2022/08/07 06:40:00	1.6	남동	131	25.27	0.28	5.7	0.41	7.0	1.7	남동	139	27.3	1006.3	-	65	
2022/08/07 06:45:00	2.3	남서	221	25.43	0.25	5.5	0.34	5.0	0.9	남동	131	27.4	1006.3	-	56	
2022/08/07 06:50:00	1.5	남남서	197	25.34	0.30	6.0	0.45	6.5	0.3	동북동	58	27.5	1006.3	-	45	
2022/08/07 06:55:00	5.7	남서	214	25.49	0.30	5.5	0.40	6.0	1.6	북북동	30	27.2	1006.3	-	59	
2022/08/07 07:00:00	3.7	남남서	204	25.64	0.33	6.0	0.50	5.0	3.6	북북동	13	26.7	1006.3	-	33	
2022/08/07 07:05:00	1.4	서	262	25.61	0.30	5.7	0.41	7.0	3.1	북	9	27.2	1006.4	-	34	
2022/08/07 07:10:00	6.2	서남서	257	25.66	0.24	5.6	0.35	6.0	1.8	북북서	335	28.0	1006.4	-	49	
2022/08/07 07:15:00	5.9	서남서	244	25.69	0.24	5.5	0.33	6.5	2.1	북	2	27.5	1006.3	-	62	
2022/08/07 07:20:00	2.6	남남서	196	25.58	0.29	6.2	0.38	6.0	2.6	북	5	26.9	1006.2	-	51	
2022/08/07 07:25:00	2.6	남남서	202	25.48	0.28	5.4	0.50	6.0	2.4	북	358	26.7	1006.4	-	32	
2022/08/07 07:30:00	6.8	서남서	237	25.58	0.25	5.6	0.41	6.5	1.9	북	353	26.7	1006.4	-	32	
2022/08/07 07:35:00	1.8	남서	233	25.43	0.26	5.7	0.35	8.0	0.9	북	357	26.8	1006.3	-	29	
2022/08/07 07:40:00	3.4	남동	137	25.14	0.26	6.2	0.42	7.0	0.9	동북동	61	26.9	1006.3	-	22	
2022/08/07 07:45:00	3.4	남남서	206	25.29	0.25	6.5	0.30	6.0	1.2	동북동	67	27.0	1006.4	-	31	
2022/08/07 07:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 07:55:00	3.2	남남서	205	25.66	0.26	6.1	0.40	6.0	1.4	북동	44	27.0	1006.5	-	46	
2022/08/07 08:00:00	4.3	남남서	210	25.69	0.25	6.0	0.35	6.0	1.5	동북동	58	26.9	1006.4	-	54	
2022/08/07 08:05:00	2.2	남동	141	25.63	0.22	6.5	0.33	5.5	1.1	동북동	76	27.1	1006.4	-	30	
2022/08/07 08:10:00	4.0	남서	219	25.43	0.35	6.5	0.43	6.0	0.8	동북동	58	27.3	1006.4	-	53	
2022/08/07 08:15:00	3.4	남남서	198	25.45	0.27	5.7	0.38	5.5	0.5	북북동	24	27.5	1006.3	-	66	
2022/08/07 08:20:00	3.0	남남서	207	25.38	0.24	6.4	0.34	5.0	0.2	북동	43	27.8	1006.3	-	24	
2022/08/07 08:25:00	3.5	남	184	25.27	0.36	6.4	0.49	6.0	0.7	동	87	28.4	1006.3	-	45	
2022/08/07 08:30:00	5.2	남동	126	25.09	0.31	6.1	0.51	6.5	1.6	동남동	102	27.8	1006.3	-	41	
2022/08/07 08:35:00	5.8	남동	135	25.04	0.28	5.8	0.42	5.0	1.8	동남동	105	27.5	1006.3	-	45	
2022/08/07 08:40:00	8.3	남동	127	25.02	0.30	6.2	0.40	5.5	1.8	동	91	27.5	1006.3	-	39	
2022/08/07 08:45:00	8.7	동남동	112	25.06	0.25	6.0	0.32	7.0	2.6	동	101	27.4	1006.2	-	42	
2022/08/07 08:50:00	11.3	동남동	119	24.92	0.30	6.3	0.40	6.0	2.8	동남동	103	27.8	1006.1	-	50	
2022/08/07 08:55:00	13.1	동남동	122	24.74	0.29	6.6	0.39	6.0	2.3	동남동	108	27.6	1006.1	-	54	
2022/08/07 09:00:00	14.0	동남동	121	24.73	0.33	6.1	0.44	7.0	2.3	동남동	116	27.5	1006.1	-	50	
2022/08/07 09:05:00	12.0	동남동	121	24.47	0.30	6.1	0.39	6.5	2.0	동남동	118	27.9	1006.2	-	18	
2022/08/07 09:10:00	10.6	남동	135	24.66	0.37	6.5	0.54	6.0	2.1	동남동	112	28.1	1006.1	-	48	
2022/08/07 09:15:00	8.5	남남동	153	25.19	0.27	5.7	0.42	6.0	2.0	동남동	110	27.8	1006.1	-	57	
2022/08/07 09:20:00	10.0	남동	133	25.12	0.25	6.0	0.28	7.0	1.6	동남동	112	28.1	1006.2	-	68	
2022/08/07 09:25:00	9.3	남동	139	24.71	0.22	6.0	0.33	5.5	1.6	동남동	123	28.7	1006.2	-	38	
2022/08/07 09:30:00	8.0	남동	138	24.29	0.26	6.0	0.32	7.0	1.8	동남동	115	29.4	1006.2	-	51	
2022/08/07 09:35:00	4.0	남	187	25.04	0.26	5.9	0.36	5.5	1.9	동	101	29.9	1006.2	-	45	
2022/08/07 09:40:00	3.3	남서	231	25.12	0.28	5.9	0.43	6.5	1.8	동	95	29.2	1006.1	-	65	
2022/08/07 09:45:00	3.9	남서	219	25.65	0.24	6.1	0.32	6.0	2.0	남남서	211	30.2	1006.1	-	39	
2022/08/07 09:50:00	5.0	남	180	25.48	0.26	6.0	0.39	6.0	3.4	남남서	204	32.4	1006.0	-	47	
2022/08/07 09:55:00	3.0	남서	216	25.29	0.30	6.3	0.34	6.5	3.3	남남서	194	32.8	1006.0	-	57	
2022/08/07 10:00:00	3.4	동남동	120	25.51	0.27	6.4	0.36	6.5	3.4	남남서	206	33.0	1006.0	-	65	
2022/08/07 10:05:00	2.3	동	92	25.55	0.25	6.7	0.37	6.0	3.4	남서	214	33.2	1006.0	-	35	
2022/08/07 10:10:00	3.2	동남동	113	25.42	0.24	5.9	0.33	6.0	2.9	남서	227	33.3	1006.0	-	43	
2022/08/07 10:15:00	5.9	서	281	25.72	0.27	6.5	0.40	7.0	3.9	남남서	210	33.1	1005.9	-	41	
2022/08/07 10:20:00	4.6	북서	317	25.96	0.27	6.1	0.36	5.5	3.2	남남서	202	32.9	1006.0	-	28	
2022/08/07 10:25:00	5.9	북서	304	25.95	0.27	6.3	0.42	7.0	2.5	남동	136	32.1	1005.9	-	46	
2022/08/07 10:30:00	7.9	북서	308	25.91	0.25	5.1	0.38	6.5	3.2	동	98	30.6	1005.8	-	72	
2022/08/07 10:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 10:40:00	7.0	북서	307	25.88	0.28	6.4	0.36	6.5	2.8	동남동	117	30.3	1005.7	-	45	
2022/08/07 10:45:00	5.1	북서	320	25.84	0.27	6.0	0.44	6.0	2.9	동	98	30.2	1005.7	-	54	
2022/08/07 10:50:00	2.4	북	9	25.85	0.25	5.7	0.36	5.0	2.4	동남동	102	29.6	1005.6	-	58	
2022/08/07 10:55:00	2.5	남서	230	25.83	0.26	6.2	0.36	5.5	2.7	동남동	106	29.5	1005.5	-	69	
2022/08/07 11:00:00	2.1	동	82	25.79	0.28	6.2	0.38	7.0	3.2	남남동	151	29.3	1005.5	-	51	
2022/08/07 11:05:00	1.9	남남서	197	25.79	0.27	5.9	0.43	6.0	5.2	남동	141	29.5	1005.4	-	50	
2022/08/07 11:10:00	2.1	남	184	25.79	0.29	6.1	0.45	6.0	6.2	남동	139	29.1	1005.3	-	30	
2022/08/07 11:15:00	1.5	동남동	124	25.78	0.24	6.4	0.29	7.0	5.7	남동	136	28.6	1005.2	-	70	
2022/08/07 11:20:00	1.4	남남동	157	25.83	0.37	6.1	0.47	4.5	5.8	남동	139	28.2	1005.2	-	56	
2022/08/07 11:25:00	2.5	서북서	294	25.84	0.33	6.1	0.43	6.5	6.4	남동	138	28.4	1005.0	-	66	
2022/08/07 11:30:00	1.4	서	260	25.85	0.26	5.9	0.38	7.5	6.6	남동	138	28.6	1005.0	-	25	
2022/08/07 11:35:00	2.5	동북동	62	25.78	0.32	5.6	0.48	6.5	6.2	남동	140	28.6	1005.0	-	54	
2022/08/07 11:40:00	4.0	북서	321	25.74	0.31	5.6	0.49	5.0	6.6	남동	137	28.5	1004.9	-	49	
2022/08/07 11:45:00	5.1	동	94	25.59	0.30	6.1	0.38	6.5	6.4	남동	134	28.4	1005.0	-	55	
2022/08/07 11:50:00	3.6	동	98	25.63	0.29	4.6	0.45	6.0	6.8	남동	135	28.3	1005.0	-	44	
2022/08/07 11:55:00	0.7	남동	126	25.65	0.30	4.9	0.37	2.5	7.2	남동	131	28.3	1005.0	-	62	
2022/08/07 12:00:00	1.1	남서	229	25.68	0.35	5.2	0.52	6.5	7.2	남동	131	28.3	1004.9	-	25	
2022/08/07 12:05:00	1.9	동	89	25.68	0.38	4.1	0.52	5.0	6.9	남동	134	28.3	1004.8	-	148	
2022/08/07 12:10:00	4.2	남동	130	25.65	0.37	3.1	0.52	2.5	7.5	남동	135	28.2	1004.8	-	112	
2022/08/07 12:15:00	1.2	남남서	192	25.76	0.37	5.0	0.58	7.0	7.3	남동	131	28.3	1004.8	-	47	
2022/08/07 12:20:00	0.7	남남동	151	25.67	0.43	5.6	0.60	6.5	6.8	남동	133	28.3	1004.8	-	29	
2022/08/07 12:25:00	0.5	북동	56	25.69	0.39	4.0	0.67	3.0	7.1	남동	136	28.3	1004.6	-	61	
2022/08/07 12:30:00	2.7	남서	217	25.74	0.36	3.8	0.63	2.5	7.3	남동	137	28.4	1004.6	-	104	
2022/08/07 12:35:00	1.6	서남서	243	25.64	0.39	3.4	0.55	5.0	7.4	남동	135	28.4	1004.6	-	118	
2022/08/07 12:40:00	2.6	남	182	25.66	0.42	3.7	0.53	2.5	7.4	남동	134	28.4	1004.6	-	58	
2022/08/07 12:45:00	5.2	남남동	167	25.68	0.47	4.5	0.81	6.0	7.6	남동	133	28.4	1004.6	-	126	
2022/08/07 12:50:00	5.2	동남동	120	25.61	0.46	3.8	0.75	6.0	7.8	남동	134	28.5	1004.6	-	113	
2022/08/07 12:55:00	1.0	남남서	193	25.59	0.52	3.6	0.70	3.0	7.9	남동	133	28.4	1004.6	-	120	
2022/08/07 13:00:00	1.0	북	11	25.59	0.47	4.5	0.65	5.0	7.6	남동	131	28.6	1004.6	-	63	
2022/08/07 13:05:00	3.2	서북서	296	25.57	0.50	4.5	0.71	6.5	7.2	남동	132	28.7	1004.6	-	65	
2022/08/07 13:10:00	4.9	북북서	338	25.69	0.45	3.1	0.64	4.5	7.4	남동	134	28.6	1004.7	-	117	
2022/08/07 13:15:00	6.5	북북서	338	25.71	0.43	3.8	0.79	3.5	7.7	남동	136	28.6	1004.7	-	72	
2022/08/07 13:20:00	3.1	북서	306	25.71	0.48	3.3	0.78	3.5	8.0	남동	135	28.7	1004.7	-	112	
2022/08/07 13:25:00	7.2	서북서	287	25.78	0.47	3.2	0.70	3.0	7.9	남동	137	28.7	1004.8	-	125	
2022/08/07 13:30:00	7.2	서북서	292	25.77	0.49	3.8	0.75	4.0	8.5	남동	137	28.6	1004.7	-	139	
2022/08/07 13:35:00	4.6	서	276	25.76	0.53	3.5	0.79	3.5	7.6	남동	142	28.7	1004.7	-	32	
2022/08/07 13:40:00	4.4	서북서	301	25.76	0.56	3.5	0.71	6.0	7.2	남동	137	28.8	1004.8	-	94	
2022/08/07 13:45:00	3.9	북서	304	25.72	0.49	3.2	0.67	3.5	6.7	남동	134	28.6	1004.7	-	113	
2022/08/07 13:50:00	2.0	북서	321	25.70	0.56	3.7	0.73	3.0	7.0	남동	132	28.7	1004.6	-	127	
2022/08/07 13:55:00	2.6	서북서	293	25.66	0.56	3.5	0.75	3.5	5.7	남동	135	29.3	1004.7	-	134	
2022/08/07 14:00:00	3.4	북북동	23	25.67	0.56	4.1	0.86	3.5	6.0	남동	138	29.3	1004.8	-	123	
2022/08/07 14:05:00	2.3	북북서	343	25.65	0.49	3.9	0.76	7.0	5.9	남동	137	29.3	1004.7	-	117	
2022/08/07 14:10:00	2.2	북북서	340	25.70	0.49	4.4	0.62	6.5	4.6	남동	140	29.7	1004.8	-	108	
2022/08/07 14:15:00	1.9	남동	141	25.68	0.46	4.0	0.66	5.0	4.9	남동	135	30.5	1004.7	-	121	
2022/08/07 14:20:00	1.3	북동	42	25.67	0.46	3.6	0.58	5.0	2.8	남동	132	30.9	1004.7	-	39	
2022/08/07 14:25:00	3.8	북	352	25.69	0.48	4.3	0.64	3.5	0.9	남	174	31.8	1004.7	-	52	
2022/08/07 14:30:00	6.3	북	3	25.70	0.44	4.3	0.61	3.5	0.1	남	186	32.2	1004.7	-	139	
2022/08/07 14:35:00	7.3	북	356	25.69	0.43	4.4	0.60	7.0	0.8	동	93	32.0	1004.6	-	35	
2022/08/07 14:40:00	6.8	북	352	25.72	0.45	5.3	0.62	6.0	0.7	동	101	31.4	1004.6	-	49	
2022/08/07 14:45:00	7.2	북	5	25.70	0.36	4.3	0.44	5.0	0.6	북동	54	32.2	1004.6	-	63	
2022/08/07 14:50:00	5.9	북	358	25.66	0.35	4.2	0.53	5.5	0.6	북북동	24	32.3	1004.6	-	130	
2022/08/07 14:55:00	7.5	북동	40	25.66	0.46	5.0	0.64	6.0	0.6	북북동	29	32.3	1004.5	-	34	
2022/08/07 15:00:00	9.0	북	7	25.65	0.42	4.6	0.60	4.0	0.9	동북동	73	32.3	1004.5	-	42	
2022/08/07 15:05:00	9.7	북북동	30	25.64	0.41	4.6	0.61	5.5	2.6	동	89	31.4	1004.4	-	48	
2022/08/07 15:10:00	12.0	북북동	31	25.64	0.40	4.6	0.58	5.5	3.2	동	97	30.9	1004.3	-	48	
2022/08/07 15:15:00	8.9	북동	51	25.63	0.42	4.7	0.49	6.0	4.3	동남동	116	30.6	1004.3	-	129	
2022/08/07 15:20:00	9.7	북동	45	25.63	0.43	4.8	0.67	6.0	5.6	남동	127	30.3	1004.3	-	48	
2022/08/07 15:25:00	7.1	북북동	27	25.61	0.42	4.7	0.65	5.5	4.4	남동	125	30.4	1004.3	-	68	
2022/08/07 15:30:00	10.7	북북동	34	25.61	0.49	4.9	0.63	3.0	5.4	남동	127	29.8	1004.3	-	115	
2022/08/07 15:35:00	9.8	북동	49	25.63	0.47	4.0	0.74	3.5	5.0	동남동	123	29.1	1004.3	-	42	
2022/08/07 15:40:00	10.9	북동	45	25.64	0.44	4.5	0.67	5.5	5.1	동남동	119	29.1	1004.3	-	44	
2022/08/07 15:45:00	10.0	북동	47	25.63	0.44	4.5	0.64	4.0	5.0	동남동	121	28.9	1004.3	-	35	
2022/08/07 15:50:00	10.1	북동	37	25.64	0.47	4.8	0.62	6.5	4.7	남동	124	28.6	1004.3	-	47	
2022/08/07 15:55:00	9.8	북북동	23	25.65	0.40	4.2	0.61	3.5	4.2	동남동	123	28.6	1004.3	-	61	
2022/08/07 16:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 16:05:00	11.0	북동	43	25.69	0.43	4.0	0.73	7.5	3.4	남동	135	28.9	1004.5	-	121	
2022/08/07 16:10:00	10.7	북동	36	25.63	0.38	4.0	0.55	3.0	3.3	남동	130	29.0	1004.6	-	118	
2022/08/07 16:15:00	10.8	동북동	57	25.64	0.42	4.9	0.54	6.0	3.5	남동	128	29.0	1004.7	-	31	
2022/08/07 16:20:00	10.2	북동	51	25.63	0.41	3.9	0.69	2.5	2.0	남동	131	29.9	1004.7	-	124	
2022/08/07 16:25:00	9.8	동북동	58	25.62	0.36	4.5	0.59	3.0	1.4	남동	132	31.1	1004.7	-	47	
2022/08/07 16:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 16:35:00	9.2	동북동	68	25.73	0.36	4.4	0.51	5.0	0.3	남남서	193	32.4	1004.7	-	61	
2022/08/07 16:40:00	8.4	동북동	69	25.71	0.36	4.7	0.52	5.5	0.8	동	90	32.2	1004.7	-	70	
2022/08/07 16:45:00	6.7	동북동	63	25.76	0.37	5.2	0.66	5.5	0.7	동남동	120	30.5	1004.7	-	70	
2022/08/07 16:50:00	5.7	동북동	62	25.70	0.34	4.3	0.50	3.0	0.3	동남동	112	30.6	1004.6	-	66	
2022/08/07 16:55:00	6.9	동북동	71	25.71	0.36	4.9	0.50	5.0	0.2	동남동	103	30.9	1004.6	-	54	
2022/08/07 17:00:00	8.2	동북동	76	25.70	0.36	4.9	0.55	6.0	1.5	동남동	122	30.3	1004.6	-	45	
2022/08/07 17:05:00	7.8	동	85	25.65	0.33	4.2	0.56	3.0	1.9	남동	141	29.8	1004.6	-	26	
2022/08/07 17:10:00	6.0	동	87	25.63	0.42	5.1	0.59	3.5	2.5	남동	142	30.1	1004.6	-	56	
2022/08/07 17:15:00	6.3	동	91	25.55	0.34	4.5	0.52	5.5	4.4	남동	134	29.5	1004.5	-	49	
2022/08/07 17:20:00	8.1	동	80	25.59	0.38	5.0	0.56	4.0	3.9	남동	134	28.5	1004.6	-	32	
2022/08/07 17:25:00	6.4	동	92	25.57	0.34	4.7	0.57	6.0	4.3	남동	137	28.0	1004.6	-	55	
2022/08/07 17:30:00	4.9	동	92	25.46	0.35	4.6	0.48	2.5	4.0	남동	139	27.6	1004.5	-	38	
2022/08/07 17:35:00	2.0	남남동	157	25.10	0.36	4.5	0.45	5.0	3.8	남동	135	27.5	1004.5	-	29	
2022/08/07 17:40:00	2.7	남서	222	24.73	0.41	4.7	0.52	3.0	4.3	남동	137	27.3	1004.4	-	116	
2022/08/07 17:45:00	0.7	남남서	201	24.56	0.35	4.3	0.49	5.5	4.0	남동	137	27.2	1004.6	-	36	
2022/08/07 17:50:00	2.4	서남서	237	24.43	0.40	4.7	0.53	6.0	3.3	남동	138	27.2	1004.8	-	37	
2022/08/07 17:55:00	2.0	남	181	24.48	0.36	4.9	0.55	4.5	3.0	남동	141	27.1	1004.9	-	107	
2022/08/07 18:00:00	4.1	남동	135	24.90	0.35	3.8	0.49	3.5	2.6	남남동	158	26.9	1005.0	-	35	
2022/08/07 18:05:00	2.4	남남동	167	24.69	0.41	5.0	0.61	5.5	3.3	남동	140	26.9	1004.9	-	83	
2022/08/07 18:10:00	1.3	동	93	24.75	0.35	4.7	0.60	5.5	3.0	남동	137	26.9	1004.8	-	61	
2022/08/07 18:15:00	3.0	북동	43	23.98	0.36	5.0	0.47	6.5	2.7	남동	132	26.9	1004.7	-	76	
2022/08/07 18:20:00	5.7	동북동	64	24.25	0.39	4.4	0.58	3.0	2.0	남동	146	26.9	1004.7	-	102	
2022/08/07 18:25:00	6.0	동	82	23.70	0.36	5.3	0.52	5.0	2.2	남남동	164	27.0	1004.7	-	71	
2022/08/07 18:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 18:35:00	5.6	동북동	78	23.61	0.36	5.4	0.54	7.0	2.8	남남동	165	26.8	1004.7	-	35	
2022/08/07 18:40:00	6.6	동북동	71	23.49	0.42	6.0	0.55	6.0	2.1	남	169	26.8	1004.7	-	45	
2022/08/07 18:45:00	6.9	동	81	23.43	0.35	5.3	0.47	6.0	1.5	남	187	27.1	1004.8	-	42	
2022/08/07 18:50:00	6.7	동북동	69	23.27	0.31	5.6	0.40	6.0	0.6	남서	230	27.4	1004.9	-	36	
2022/08/07 18:55:00	5.0	동북동	70	23.37	0.34	5.3	0.51	5.5	0.7	서북서	303	27.5	1005.0	-	38	
2022/08/07 19:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/07 19:05:00	3.4	남동	126	23.11	0.35	5.9	0.43	6.0	1.8	북서	321	28.1	1005.0	-	70	
2022/08/07 19:10:00	4.0	동남동	112	22.82	0.29	4.5	0.54	6.0	1.6	서북서	298	28.1	1004.9	-	49	
2022/08/07 19:15:00	4.6	동남동	106	22.90	0.36	5.7	0.44	7.0	1.3	북서	322	27.9	1004.9	-	57	
2022/08/07 19:20:00	4.3	동남동	115	23.21	0.30	5.5	0.44	6.5	1.4	북서	304	28.1	1004.8	-	355	
2022/08/07 19:25:00	4.5	동남동	105	23.27	0.32	5.6	0.39	6.0	3.3	서북서	302	28.1	1004.7	-	23	
2022/08/07 19:30:00	6.5	동	98	23.27	0.32	5.5	0.38	6.5	3.2	북서	308	28.2	1004.6	-	28	
2022/08/07 19:35:00	6.2	동남동	103	23.15	0.38	5.9	0.61	7.0	3.0	북서	306	28.2	1004.6	-	47	
2022/08/07 19:40:00	5.1	동남동	112	23.05	0.34	5.3	0.44	5.5	2.4	서북서	302	27.9	1004.6	-	51	
2022/08/07 19:45:00	3.4	동남동	119	22.92	0.28	4.4	0.38	6.5	2.6	서북서	301	27.9	1004.6	-	26	
2022/08/07 19:50:00	2.0	동북동	78	23.04	0.38	5.4	0.52	5.5	2.2	서북서	302	27.9	1004.7	-	41	
2022/08/07 19:55:00	5.9	동남동	115	23.28	0.30	4.8	0.42	6.0	1.2	서북서	300	27.9	1004.7	-	38	
2022/08/07 20:00:00	8.6	동남동	114	23.29	0.31	5.4	0.49	6.0	1.2	북서	326	27.9	1004.7	-	30	
2022/08/07 20:05:00	7.6	동남동	121	23.69	0.31	5.3	0.39	5.5	0.6	서북서	294	27.9	1004.7	-	30	
2022/08/07 20:10:00	7.0	동남동	120	23.77	0.35	6.0	0.46	6.5	1.2	서북서	295	27.7	1004.7	-	29	
2022/08/07 20:15:00	5.9	남동	130	24.14	0.32	4.5	0.43	6.0	0.6	서	261	27.6	1004.6	-	39	
2022/08/07 20:20:00	5.4	남남동	146	24.01	0.36	5.8	0.55	6.0	0.9	서북서	283	27.6	1004.6	-	39	
2022/08/07 20:25:00	7.8	남남동	153	24.45	0.32	4.6	0.50	6.0	1.4	서남서	237	27.6	1004.7	-	43	
2022/08/07 20:30:00	8.4	남남동	152	24.89	0.34	5.2	0.43	6.5	1.1	남남동	157	27.6	1004.7	-	32	
2022/08/07 20:35:00	8.2	남남동	147	24.52	0.30	4.7	0.46	5.5	1.2	남남동	148	27.7	1004.9	-	56	
2022/08/07 20:40:00	7.9	남동	135	24.13	0.37	5.3	0.53	7.0	1.2	동남동	120	27.9	1004.9	-	58	
2022/08/07 20:45:00	6.2	남동	140	23.84	0.34	6.0	0.48	5.0	0.8	동	96	28.1	1004.9	-	32	
2022/08/07 20:50:00	8.6	동남동	119	23.72	0.32	5.9	0.44	6.5	1.2	북동	51	28.0	1005.0	-	24	
2022/08/07 20:55:00	8.1	동남동	122	24.40	0.32	5.0	0.42	6.5	2.4	동북동	68	27.6	1005.0	-	41	
2022/08/07 21:00:00	9.3	동남동	113	23.66	0.36	5.6	0.51	6.5	1.9	북북동	31	27.6	1005.1	-	30	
2022/08/07 21:05:00	8.7	동남동	108	23.11	0.35	5.5	0.53	5.0	2.5	북	8	27.7	1005.2	-	38	
2022/08/07 21:10:00	9.6	동남동	119	23.51	0.35	5.0	0.50	6.0	0.9	북북동	30	28.8	1005.2	-	39	
2022/08/07 21:15:00	8.0	남동	134	24.47	0.31	5.3	0.49	6.0	0.8	북북동	27	29.5	1005.1	-	47	
2022/08/07 21:20:00	7.7	남동	140	24.75	0.38	5.4	0.49	5.5	0.6	북북동	16	29.0	1005.0	-	33	
2022/08/07 21:25:00	12.4	동남동	123	23.90	0.32	5.0	0.48	5.0	0.5	서북서	291	29.2	1005.0	-	52	
2022/08/07 21:30:00	12.9	남동	126	23.83	0.35	5.4	0.48	6.5	2.1	서남서	249	30.3	1005.0	-	64	
2022/08/07 21:35:00	14.0	동남동	119	23.77	0.35	4.9	0.48	6.0	2.4	남남서	210	31.5	1005.0	-	40	
2022/08/07 21:40:00	8.8	동남동	111	23.06	0.31	5.6	0.42	5.5	3.2	남남서	198	30.8	1005.0	-	79	
2022/08/07 21:45:00	13.7	동남동	103	22.68	0.27	5.1	0.46	5.0	2.7	남	186	30.9	1005.0	-	74	
2022/08/07 21:50:00	12.7	동남동	103	22.34	0.32	5.6	0.43	5.0	2.4	남남서	197	30.3	1005.1	-	42	
2022/08/07 21:55:00	10.4	남	174	24.00	0.32	5.9	0.50	6.0	2.9	남서	223	30.4	1005.1	-	57	
2022/08/07 22:00:00	11.2	남남동	156	24.60	0.38	6.3	0.57	6.0	3.7	서남서	241	31.9	1005.1	-	61	
2022/08/07 22:05:00	12.1	남	185	24.97	0.31	5.4	0.41	6.0	3.8	서	265	31.8	1005.0	-	43	
2022/08/07 22:10:00	15.2	남남서	200	25.01	0.40	5.9	0.57	6.5	2.7	서남서	244	31.3	1005.0	-	42	
2022/08/07 22:15:00	16.6	남남서	204	25.21	0.34	5.6	0.46	6.5	1.4	남	176	30.6	1005.0	-	53	
2022/08/07 22:20:00	14.5	남남동	156	24.98	0.38	6.0	0.48	6.0	0.8	남남동	168	30.6	1005.0	-	52	
